id,ticket_id,user_id,vehicle_id,jo_date,date_arrived,date_promised,started_at,completed_at,released_at,estimated_duration,actual_duration,estimated_grand_total,actual_grand_total,partial_payment,balance,status,quotation_notes,quotation_approved
961,961,785,586,2021-04-22,2021-04-22 16:31:49.298791,2021-04-27 16:31:49.298791,2021-04-22 20:31:49.298791,2025-12-04 16:31:49.298791,2023-02-17 16:31:49.298791,13:56:13,14:35:33,11625.97,12884.32,10374.83,2509.49,released,"Scenario A – high-cost, high-duration job order.",True
962,962,786,587,2020-04-07,2020-04-07 16:31:49.298791,2020-04-12 16:31:49.298791,2020-04-07 19:31:49.298791,2023-08-30 16:31:49.298791,2025-08-30 16:31:49.298791,23:33:19,16:36:38,10716.39,12999.20,0.00,12999.20,released,"Scenario A – high-cost, high-duration job order.",True
963,963,787,588,2021-09-09,2021-09-09 16:31:49.298791,2021-09-14 16:31:49.298791,2021-09-09 19:31:49.298791,2025-06-16 16:31:49.298791,2025-06-14 16:31:49.298791,21:11:05,22:22:39,12017.38,10865.16,0.00,10865.16,released,"Scenario A – high-cost, high-duration job order.",True
964,964,788,589,2018-07-21,2018-07-21 16:31:49.298791,2018-07-26 16:31:49.298791,2018-07-21 20:31:49.298791,2025-06-21 16:31:49.298791,2023-12-02 16:31:49.298791,19:10:50,09:49:38,10344.09,10295.58,7483.49,2812.09,released,"Scenario A – high-cost, high-duration job order.",True
965,965,789,590,2021-03-07,2021-03-07 16:31:49.298791,2021-03-12 16:31:49.298791,2021-03-07 19:31:49.298791,2023-03-23 16:31:49.298791,2024-10-24 16:31:49.298791,19:16:06,06:03:19,11428.68,11561.44,10651.22,910.22,released,"Scenario A – high-cost, high-duration job order.",True
966,966,790,591,2025-08-03,2025-08-03 16:31:49.298791,2025-08-08 16:31:49.298791,2025-08-03 19:31:49.298791,2024-10-12 16:31:49.298791,2024-04-19 16:31:49.298791,19:01:50,04:53:39,10009.59,11344.61,0.00,11344.61,released,"Scenario A – high-cost, high-duration job order.",True
967,967,791,592,2017-05-17,2017-05-17 16:31:49.298791,2017-05-22 16:31:49.298791,2017-05-17 19:31:49.298791,2024-07-01 16:31:49.298791,2025-03-22 16:31:49.298791,19:39:09,12:13:08,10054.54,9426.24,9558.90,-132.66,released,"Scenario A – high-cost, high-duration job order.",True
968,968,792,593,2022-04-23,2022-04-23 16:31:49.298791,2022-04-28 16:31:49.298791,2022-04-23 17:31:49.298791,2025-03-20 16:31:49.298791,2025-07-16 16:31:49.298791,13:44:10,23:47:15,9732.10,12041.07,7497.28,4543.79,released,"Scenario A – high-cost, high-duration job order.",True
969,969,793,594,2024-01-21,2024-01-21 16:31:49.298791,2024-01-26 16:31:49.298791,2024-01-21 17:31:49.298791,2023-05-29 16:31:49.298791,2023-11-12 16:31:49.298791,14:16:40,17:53:54,10177.58,12387.36,0.00,12387.36,released,"Scenario A – high-cost, high-duration job order.",True
970,970,794,595,2016-11-26,2016-11-26 16:31:49.298791,2016-12-01 16:31:49.298791,2016-11-26 18:31:49.298791,2025-08-14 16:31:49.298791,2024-11-09 16:31:49.298791,15:45:14,19:29:02,10544.02,10055.41,7693.65,2361.76,released,"Scenario A – high-cost, high-duration job order.",True
971,971,795,596,2017-01-30,2017-01-30 16:31:49.298791,2017-02-04 16:31:49.298791,2017-01-30 20:31:49.298791,2023-03-04 16:31:49.298791,2024-10-12 16:31:49.298791,20:05:12,06:56:52,10859.23,12562.90,11092.98,1469.92,released,"Scenario A – high-cost, high-duration job order.",True
972,972,796,597,2023-11-24,2023-11-24 16:31:49.298791,2023-11-29 16:31:49.298791,2023-11-24 20:31:49.298791,2024-08-22 16:31:49.298791,2025-03-04 16:31:49.298791,18:14:17,12:04:00,11741.29,12431.61,8667.61,3764.00,released,"Scenario A – high-cost, high-duration job order.",True
973,973,797,598,2018-09-09,2018-09-09 16:31:49.298791,2018-09-14 16:31:49.298791,2018-09-09 18:31:49.298791,2023-09-25 16:31:49.298791,2025-10-07 16:31:49.298791,10:45:01,22:47:42,11697.15,11355.39,11882.50,-527.11,released,"Scenario A – high-cost, high-duration job order.",True
974,974,798,599,2021-07-29,2021-07-29 16:31:49.298791,2021-08-03 16:31:49.298791,2021-07-29 18:31:49.298791,2025-12-03 16:31:49.298791,2023-03-21 16:31:49.298791,23:22:28,19:21:24,9393.17,11747.39,0.00,11747.39,released,"Scenario A – high-cost, high-duration job order.",True
975,975,799,600,2024-10-26,2024-10-26 16:31:49.298791,2024-10-31 16:31:49.298791,2024-10-26 18:31:49.298791,2024-03-03 16:31:49.298791,2025-12-13 16:31:49.298791,13:09:51,13:32:34,11739.09,10915.00,0.00,10915.00,released,"Scenario A – high-cost, high-duration job order.",True
976,976,800,601,2022-01-04,2022-01-04 16:31:49.298791,2022-01-09 16:31:49.298791,2022-01-04 17:31:49.298791,2023-09-05 16:31:49.298791,2025-12-28 16:31:49.298791,18:27:36,10:07:10,10339.64,11794.91,10048.13,1746.78,released,"Scenario A – high-cost, high-duration job order.",True
977,977,801,602,2019-01-28,2019-01-28 16:31:49.298791,2019-02-02 16:31:49.298791,2019-01-28 20:31:49.298791,2025-01-13 16:31:49.298791,2024-01-14 16:31:49.298791,15:01:34,11:46:01,10110.07,9631.46,7357.03,2274.43,released,"Scenario A – high-cost, high-duration job order.",True
978,978,802,603,2018-08-25,2018-08-25 16:31:49.298791,2018-08-30 16:31:49.298791,2018-08-25 17:31:49.298791,2025-05-08 16:31:49.298791,2023-06-15 16:31:49.298791,15:01:55,00:04:44,11448.25,13957.82,5511.32,8446.50,released,"Scenario A – high-cost, high-duration job order.",True
940,940,764,565,2022-06-17,2022-06-17 16:31:49.298791,2022-06-22 16:31:49.298791,2022-06-17 19:31:49.298791,2025-03-16 16:31:49.298791,2023-11-02 16:31:49.298791,23:04:06,02:58:25,0.00,0.00,0.00,10639.74,released,"Scenario A – high-cost, high-duration job order.",True
960,960,784,585,2023-10-19,2023-10-19 16:31:49.298791,2023-10-24 16:31:49.298791,2023-10-19 17:31:49.298791,2023-03-18 16:31:49.298791,2023-09-01 16:31:49.298791,18:20:15,23:40:26,0.00,0.00,0.00,12791.02,released,"Scenario A – high-cost, high-duration job order.",True
979,979,803,604,2023-05-15,2023-05-15 16:31:49.298791,2023-05-20 16:31:49.298791,2023-05-15 18:31:49.298791,2023-12-29 16:31:49.298791,2026-01-12 16:31:49.298791,18:35:19,23:31:56,10148.79,11487.64,0.00,11487.64,released,"Scenario A – high-cost, high-duration job order.",True
980,980,804,605,2023-07-10,2023-07-10 16:31:49.298791,2023-07-15 16:31:49.298791,2023-07-10 19:31:49.298791,2024-04-12 16:31:49.298791,2024-05-23 16:31:49.298791,18:40:44,21:52:40,12146.00,9801.37,5446.44,4354.93,released,"Scenario A – high-cost, high-duration job order.",True
981,981,805,606,2023-01-26,2023-01-26 16:31:49.298791,2023-01-31 16:31:49.298791,2023-01-26 18:31:49.298791,2023-03-22 16:31:49.298791,2025-10-17 16:31:49.298791,23:05:56,23:42:12,12002.71,12278.86,0.00,12278.86,released,"Scenario A – high-cost, high-duration job order.",True
982,982,806,607,2025-04-04,2025-04-04 16:31:49.298791,2025-04-09 16:31:49.298791,2025-04-04 17:31:49.298791,2023-10-22 16:31:49.298791,2026-01-18 16:31:49.298791,18:02:48,02:41:05,11682.19,13002.00,10152.89,2849.11,released,"Scenario A – high-cost, high-duration job order.",True
983,983,807,608,2017-11-27,2017-11-27 16:31:49.298791,2017-12-02 16:31:49.298791,2017-11-27 19:31:49.298791,2025-01-03 16:31:49.298791,2024-09-28 16:31:49.298791,11:33:47,11:14:26,11001.29,12980.64,7139.05,5841.59,released,"Scenario A – high-cost, high-duration job order.",True
984,984,808,609,2024-09-28,2024-09-28 16:31:49.298791,2024-10-03 16:31:49.298791,2024-09-28 19:31:49.298791,2023-03-15 16:31:49.298791,2023-06-18 16:31:49.298791,13:18:49,20:38:32,10727.24,13286.10,7667.61,5618.49,released,"Scenario A – high-cost, high-duration job order.",True
985,985,809,610,2021-10-20,2021-10-20 16:31:49.298791,2021-10-25 16:31:49.298791,2021-10-20 18:31:49.298791,2023-08-24 16:31:49.298791,2025-04-09 16:31:49.298791,19:35:39,18:50:56,10005.60,11293.92,11696.77,-402.85,released,"Scenario A – high-cost, high-duration job order.",True
986,986,810,611,2021-12-16,2021-12-16 16:31:49.298791,2021-12-21 16:31:49.298791,2021-12-16 20:31:49.298791,2023-12-13 16:31:49.298791,2025-02-23 16:31:49.298791,21:46:39,13:07:50,9851.99,12289.21,0.00,12289.21,released,"Scenario A – high-cost, high-duration job order.",True
987,987,811,612,2021-11-28,2021-11-28 16:31:49.298791,2021-12-03 16:31:49.298791,2021-11-28 17:31:49.298791,2024-01-12 16:31:49.298791,2024-12-20 16:31:49.298791,12:07:37,17:44:54,9236.57,12263.88,4995.41,7268.47,released,"Scenario A – high-cost, high-duration job order.",True
988,988,812,613,2017-12-03,2017-12-03 16:31:49.298791,2017-12-08 16:31:49.298791,2017-12-03 18:31:49.298791,2023-06-13 16:31:49.298791,2024-09-12 16:31:49.298791,18:49:31,16:26:56,12563.38,11010.65,0.00,11010.65,released,"Scenario A – high-cost, high-duration job order.",True
989,989,813,614,2019-08-07,2019-08-07 16:31:49.298791,2019-08-12 16:31:49.298791,2019-08-07 20:31:49.298791,2023-07-22 16:31:49.298791,2026-01-05 16:31:49.298791,21:57:00,18:36:33,10924.15,10619.71,0.00,10619.71,released,"Scenario A – high-cost, high-duration job order.",True
990,990,814,615,2023-12-17,2023-12-17 16:31:49.298791,2023-12-22 16:31:49.298791,2023-12-17 19:31:49.298791,2024-08-19 16:31:49.298791,2023-12-05 16:31:49.298791,18:29:25,07:32:07,9326.74,11802.81,6529.97,5272.84,released,"Scenario A – high-cost, high-duration job order.",True
991,991,815,616,2019-12-25,2019-12-25 16:31:49.298791,2019-12-30 16:31:49.298791,2019-12-25 17:31:49.298791,2025-09-26 16:31:49.298791,2024-11-24 16:31:49.298791,22:55:45,12:26:35,10461.09,12336.97,0.00,12336.97,released,"Scenario A – high-cost, high-duration job order.",True
992,992,816,617,2026-05-06,2026-05-06 16:31:49.298791,2026-05-11 16:31:49.298791,2026-05-06 17:31:49.298791,2025-01-12 16:31:49.298791,2024-06-20 16:31:49.298791,13:41:26,15:24:31,10604.30,12404.44,0.00,12404.44,released,"Scenario A – high-cost, high-duration job order.",True
993,993,817,618,2020-06-16,2020-06-16 16:31:49.298791,2020-06-21 16:31:49.298791,2020-06-16 17:31:49.298791,2023-06-07 16:31:49.298791,2025-07-12 16:31:49.298791,20:36:52,14:06:06,10466.06,10848.58,11149.16,-300.58,released,"Scenario A – high-cost, high-duration job order.",True
994,994,818,619,2019-03-27,2019-03-27 16:31:49.298791,2019-04-01 16:31:49.298791,2019-03-27 20:31:49.298791,2024-02-11 16:31:49.298791,2025-06-24 16:31:49.298791,12:17:14,22:52:46,11656.44,12769.91,0.00,12769.91,released,"Scenario A – high-cost, high-duration job order.",True
995,995,819,620,2023-05-04,2023-05-04 16:31:49.298791,2023-05-09 16:31:49.298791,2023-05-04 20:31:49.298791,2025-11-28 16:31:49.298791,2024-02-29 16:31:49.298791,18:38:06,00:59:33,10896.51,12617.55,6291.28,6326.27,released,"Scenario A – high-cost, high-duration job order.",True
996,996,820,621,2026-04-20,2026-04-20 16:31:49.298791,2026-04-25 16:31:49.298791,2026-04-20 18:31:49.298791,2026-01-26 16:31:49.298791,2025-08-25 16:31:49.298791,10:54:50,10:24:30,10024.62,13912.43,8161.58,5750.85,released,"Scenario A – high-cost, high-duration job order.",True
997,997,821,622,2025-03-16,2025-03-16 16:31:49.298791,2025-03-21 16:31:49.298791,2025-03-16 19:31:49.298791,2024-01-15 16:31:49.298791,2025-09-26 16:31:49.298791,22:32:54,14:08:00,10527.64,10742.06,9386.74,1355.32,released,"Scenario A – high-cost, high-duration job order.",True
998,998,822,623,2021-01-07,2021-01-07 16:31:49.298791,2021-01-12 16:31:49.298791,2021-01-07 18:31:49.298791,2025-08-05 16:31:49.298791,2024-03-04 16:31:49.298791,18:59:10,14:39:36,9927.15,10236.65,0.00,10236.65,released,"Scenario A – high-cost, high-duration job order.",True
999,999,823,624,2020-12-08,2020-12-08 16:31:49.298791,2020-12-13 16:31:49.298791,2020-12-08 20:31:49.298791,2023-03-12 16:31:49.298791,2024-01-10 16:31:49.298791,14:52:38,20:19:54,10261.88,13566.62,9883.58,3683.04,released,"Scenario A – high-cost, high-duration job order.",True
1000,1000,824,625,2016-10-30,2016-10-30 16:31:49.298791,2016-11-04 16:31:49.298791,2016-10-30 17:31:49.298791,2023-08-14 16:31:49.298791,2024-05-16 16:31:49.298791,22:54:38,04:28:08,12037.00,11143.35,0.00,11143.35,released,"Scenario A – high-cost, high-duration job order.",True
1001,1001,825,626,2020-03-18,2020-03-18 16:31:49.298791,2020-03-23 16:31:49.298791,2020-03-18 18:31:49.298791,2023-03-02 16:31:49.298791,2024-01-06 16:31:49.298791,23:10:32,18:01:06,10610.97,9771.71,9896.73,-125.02,released,"Scenario A – high-cost, high-duration job order.",True
1002,1002,826,627,2022-12-11,2022-12-11 16:31:49.298791,2022-12-16 16:31:49.298791,2022-12-11 20:31:49.298791,2023-11-01 16:31:49.298791,2025-06-18 16:31:49.298791,11:04:29,16:06:22,12092.34,12834.53,0.00,12834.53,released,"Scenario A – high-cost, high-duration job order.",True
1003,1003,827,628,2022-04-04,2022-04-04 16:31:49.298791,2022-04-09 16:31:49.298791,2022-04-04 18:31:49.298791,2023-05-23 16:31:49.298791,2025-06-08 16:31:49.298791,12:07:26,23:03:20,10973.54,10028.79,0.00,10028.79,released,"Scenario A – high-cost, high-duration job order.",True
1004,1004,828,629,2024-07-07,2024-07-07 16:31:49.298791,2024-07-12 16:31:49.298791,2024-07-07 18:31:49.298791,2025-05-31 16:31:49.298791,2023-08-11 16:31:49.298791,15:14:53,16:37:30,9576.55,10696.00,11179.82,-483.82,released,"Scenario A – high-cost, high-duration job order.",True
1005,1005,829,630,2019-03-17,2019-03-17 16:31:49.298791,2019-03-22 16:31:49.298791,2019-03-17 17:31:49.298791,2025-11-18 16:31:49.298791,2024-05-28 16:31:49.298791,19:32:29,15:39:29,10365.81,9526.02,6903.77,2622.25,released,"Scenario A – high-cost, high-duration job order.",True
1006,1006,830,631,2022-05-03,2022-05-03 16:31:49.298791,2022-05-08 16:31:49.298791,2022-05-03 18:31:49.298791,2023-12-22 16:31:49.298791,2025-07-04 16:31:49.298791,19:47:57,11:51:07,11146.30,11904.33,0.00,11904.33,released,"Scenario A – high-cost, high-duration job order.",True
1007,1007,831,632,2020-12-18,2020-12-18 16:31:49.298791,2020-12-23 16:31:49.298791,2020-12-18 17:31:49.298791,2025-07-06 16:31:49.298791,2023-07-24 16:31:49.298791,21:58:50,13:31:40,9844.81,14401.47,0.00,14401.47,released,"Scenario A – high-cost, high-duration job order.",True
1008,1008,832,633,2018-04-28,2018-04-28 16:31:49.298791,2018-05-03 16:31:49.298791,2018-04-28 20:31:49.298791,2025-05-01 16:31:49.298791,2024-05-09 16:31:49.298791,16:26:33,20:21:10,11224.52,12737.44,0.00,12737.44,released,"Scenario A – high-cost, high-duration job order.",True
1009,1009,833,634,2020-09-01,2020-09-01 16:31:49.298791,2020-09-06 16:31:49.298791,2020-09-01 19:31:49.298791,2025-08-01 16:31:49.298791,2024-03-06 16:31:49.298791,14:21:41,02:24:25,10788.74,11015.56,5094.80,5920.76,released,"Scenario A – high-cost, high-duration job order.",True
1010,1010,834,635,2025-08-30,2025-08-30 16:31:49.298791,2025-09-04 16:31:49.298791,2025-08-30 17:31:49.298791,2025-10-31 16:31:49.298791,2025-05-15 16:31:49.298791,13:44:18,07:42:30,11952.98,13065.31,0.00,13065.31,released,"Scenario A – high-cost, high-duration job order.",True
1011,1011,835,636,2023-04-14,2023-04-14 16:31:49.298791,2023-04-19 16:31:49.298791,2023-04-14 19:31:49.298791,2026-01-11 16:31:49.298791,2023-10-03 16:31:49.298791,17:20:54,13:36:55,9803.51,11798.22,0.00,11798.22,released,"Scenario A – high-cost, high-duration job order.",True
1012,1012,836,637,2023-08-24,2023-08-24 16:31:49.298791,2023-08-29 16:31:49.298791,2023-08-24 17:31:49.298791,2023-12-21 16:31:49.298791,2024-10-13 16:31:49.298791,12:16:31,22:14:04,12171.06,11944.90,0.00,11944.90,released,"Scenario A – high-cost, high-duration job order.",True
1013,1013,837,638,2025-01-10,2025-01-10 16:31:49.298791,2025-01-15 16:31:49.298791,2025-01-10 19:31:49.298791,2024-01-13 16:31:49.298791,2023-05-12 16:31:49.298791,10:26:24,08:04:50,12303.30,12597.46,0.00,12597.46,released,"Scenario A – high-cost, high-duration job order.",True
1014,1014,838,639,2021-06-23,2021-06-23 16:31:49.298791,2021-06-28 16:31:49.298791,2021-06-23 17:31:49.298791,2025-03-01 16:31:49.298791,2025-05-05 16:31:49.298791,23:45:34,01:37:01,9513.08,10144.08,5427.43,4716.65,released,"Scenario A – high-cost, high-duration job order.",True
1015,1015,839,640,2019-06-07,2019-06-07 16:31:49.298791,2019-06-12 16:31:49.298791,2019-06-07 19:31:49.298791,2024-06-14 16:31:49.298791,2024-12-26 16:31:49.298791,16:13:09,19:03:28,10211.14,12092.71,0.00,12092.71,released,"Scenario A – high-cost, high-duration job order.",True
1016,1016,840,641,2022-02-14,2022-02-14 16:31:49.298791,2022-02-19 16:31:49.298791,2022-02-14 20:31:49.298791,2024-04-09 16:31:49.298791,2025-01-14 16:31:49.298791,14:10:45,19:30:33,10997.57,13080.78,0.00,13080.78,released,"Scenario A – high-cost, high-duration job order.",True
1017,1017,841,642,2022-02-20,2022-02-20 16:31:49.298791,2022-02-25 16:31:49.298791,2022-02-20 20:31:49.298791,2023-12-04 16:31:49.298791,2023-02-20 16:31:49.298791,14:30:44,22:51:13,11615.89,10463.26,5406.88,5056.38,released,"Scenario A – high-cost, high-duration job order.",True
1018,1018,842,643,2020-02-25,2020-02-25 16:31:49.298791,2020-03-01 16:31:49.298791,2020-02-25 18:31:49.298791,2023-02-10 16:31:49.298791,2024-05-07 16:31:49.298791,21:35:16,15:28:30,9751.79,10562.97,5895.74,4667.23,released,"Scenario A – high-cost, high-duration job order.",True
1019,1019,843,644,2018-10-29,2018-10-29 16:31:49.298791,2018-11-03 16:31:49.298791,2018-10-29 18:31:49.298791,2023-05-04 16:31:49.298791,2023-03-31 16:31:49.298791,13:25:10,04:54:18,11070.86,14102.28,5938.07,8164.21,released,"Scenario A – high-cost, high-duration job order.",True
1020,1020,844,645,2020-03-19,2020-03-19 16:31:49.298791,2020-03-24 16:31:49.298791,2020-03-19 20:31:49.298791,2023-12-26 16:31:49.298791,2025-04-07 16:31:49.298791,17:17:26,13:05:05,9538.66,10481.43,9367.29,1114.14,released,"Scenario A – high-cost, high-duration job order.",True
1021,1021,845,646,2021-08-11,2021-08-11 16:31:49.298791,2021-08-16 16:31:49.298791,2021-08-11 18:31:49.298791,2023-09-02 16:31:49.298791,2024-07-21 16:31:49.298791,17:30:50,12:59:43,12071.82,13564.83,0.00,13564.83,released,"Scenario A – high-cost, high-duration job order.",True
1022,1022,846,647,2018-12-17,2018-12-17 16:31:49.298791,2018-12-22 16:31:49.298791,2018-12-17 19:31:49.298791,2024-02-29 16:31:49.298791,2023-07-20 16:31:49.298791,18:50:57,08:15:40,11075.66,13001.89,8287.65,4714.24,released,"Scenario A – high-cost, high-duration job order.",True
1023,1023,847,648,2018-07-14,2018-07-14 16:31:49.298791,2018-07-19 16:31:49.298791,2018-07-14 17:31:49.298791,2023-08-17 16:31:49.298791,2024-08-31 16:31:49.298791,16:59:42,12:15:07,10908.71,12061.88,5334.65,6727.23,released,"Scenario A – high-cost, high-duration job order.",True
1024,1024,848,649,2024-04-04,2024-04-04 16:31:49.298791,2024-04-09 16:31:49.298791,2024-04-04 19:31:49.298791,2024-11-18 16:31:49.298791,2025-07-20 16:31:49.298791,20:54:06,17:38:38,9953.13,10433.90,10159.54,274.36,released,"Scenario A – high-cost, high-duration job order.",True
1025,1025,849,650,2022-09-05,2022-09-05 16:31:49.298791,2022-09-10 16:31:49.298791,2022-09-05 17:31:49.298791,2024-09-13 16:31:49.298791,2025-08-12 16:31:49.298791,18:45:42,16:45:40,11647.66,11554.45,0.00,11554.45,released,"Scenario A – high-cost, high-duration job order.",True
1026,1026,850,651,2023-02-02,2023-02-02 16:31:49.298791,2023-02-07 16:31:49.298791,2023-02-02 20:31:49.298791,2024-02-28 16:31:49.298791,2024-06-25 16:31:49.298791,14:38:02,21:30:13,10986.78,10587.37,0.00,10587.37,released,"Scenario A – high-cost, high-duration job order.",True
1027,1027,851,652,2017-11-15,2017-11-15 16:31:49.298791,2017-11-20 16:31:49.298791,2017-11-15 18:31:49.298791,2024-12-24 16:31:49.298791,2023-07-18 16:31:49.298791,19:05:36,04:48:01,10757.27,12809.58,9156.55,3653.03,released,"Scenario A – high-cost, high-duration job order.",True
1028,1028,852,653,2025-09-09,2025-09-09 16:31:49.298791,2025-09-14 16:31:49.298791,2025-09-09 20:31:49.298791,2024-11-14 16:31:49.298791,2024-06-25 16:31:49.298791,21:19:28,10:29:12,10473.32,13135.14,7449.54,5685.60,released,"Scenario A – high-cost, high-duration job order.",True
1029,1029,853,654,2018-01-31,2018-01-31 16:31:49.298791,2018-02-05 16:31:49.298791,2018-01-31 19:31:49.298791,2024-09-01 16:31:49.298791,2023-02-26 16:31:49.298791,16:34:24,14:52:14,12347.01,12285.72,6183.78,6101.94,released,"Scenario A – high-cost, high-duration job order.",True
1030,1030,854,655,2017-08-30,2017-08-30 16:31:49.298791,2017-09-04 16:31:49.298791,2017-08-30 18:31:49.298791,2025-06-19 16:31:49.298791,2023-09-22 16:31:49.298791,23:18:19,16:18:56,10607.27,10224.29,0.00,10224.29,released,"Scenario A – high-cost, high-duration job order.",True
1031,1031,855,656,2026-05-17,2026-05-17 16:31:49.298791,2026-05-22 16:31:49.298791,2026-05-17 19:31:49.298791,2025-06-02 16:31:49.298791,2023-07-30 16:31:49.298791,10:19:50,04:36:17,9935.38,11184.31,9469.49,1714.82,released,"Scenario A – high-cost, high-duration job order.",True
1032,1032,856,657,2023-11-04,2023-11-04 16:31:49.298791,2023-11-09 16:31:49.298791,2023-11-04 17:31:49.298791,2024-03-13 16:31:49.298791,2023-04-21 16:31:49.298791,12:24:09,01:22:41,10581.54,12867.63,7347.34,5520.29,released,"Scenario A – high-cost, high-duration job order.",True
1033,1033,857,658,2024-10-30,2024-10-30 16:31:49.298791,2024-11-04 16:31:49.298791,2024-10-30 17:31:49.298791,2023-05-02 16:31:49.298791,2023-06-10 16:31:49.298791,15:09:34,14:53:53,11842.46,11243.19,8457.65,2785.54,released,"Scenario A – high-cost, high-duration job order.",True
1034,1034,858,659,2017-10-12,2017-10-12 16:31:49.298791,2017-10-17 16:31:49.298791,2017-10-12 19:31:49.298791,2025-11-01 16:31:49.298791,2024-06-20 16:31:49.298791,13:44:41,08:21:05,10164.60,10962.00,4124.23,6837.77,released,"Scenario A – high-cost, high-duration job order.",True
1035,1035,859,660,2022-06-19,2022-06-19 16:31:49.298791,2022-06-24 16:31:49.298791,2022-06-19 19:31:49.298791,2024-01-28 16:31:49.298791,2023-08-06 16:31:49.298791,10:58:45,10:22:18,8728.09,13904.41,0.00,13904.41,released,"Scenario A – high-cost, high-duration job order.",True
1036,1036,860,661,2025-04-25,2025-04-25 16:31:49.298791,2025-04-30 16:31:49.298791,2025-04-25 19:31:49.298791,2024-07-08 16:31:49.298791,2025-12-19 16:31:49.298791,10:30:45,16:48:32,10528.98,11990.60,7399.62,4590.98,released,"Scenario A – high-cost, high-duration job order.",True
1037,1037,861,662,2021-12-16,2021-12-16 16:31:49.298791,2021-12-21 16:31:49.298791,2021-12-16 18:31:49.298791,2024-07-21 16:31:49.298791,2023-08-23 16:31:49.298791,23:34:52,02:43:25,10987.33,12706.64,11777.20,929.44,released,"Scenario A – high-cost, high-duration job order.",True
1038,1038,862,663,2020-04-05,2020-04-05 16:31:49.298791,2020-04-10 16:31:49.298791,2020-04-05 17:31:49.298791,2023-08-12 16:31:49.298791,2025-06-04 16:31:49.298791,13:08:40,09:03:53,11085.93,12431.76,11676.10,755.66,released,"Scenario A – high-cost, high-duration job order.",True
1039,1039,863,664,2019-01-11,2019-01-11 16:31:49.298791,2019-01-16 16:31:49.298791,2019-01-11 20:31:49.298791,2024-12-05 16:31:49.298791,2025-02-10 16:31:49.298791,16:43:56,04:52:40,11539.14,12432.00,8351.22,4080.78,released,"Scenario A – high-cost, high-duration job order.",True
1040,1040,864,665,2023-11-20,2023-11-20 16:31:49.298791,2023-11-25 16:31:49.298791,2023-11-20 18:31:49.298791,2025-01-07 16:31:49.298791,2023-12-30 16:31:49.298791,21:40:41,09:19:21,9811.03,11791.21,6019.02,5772.19,released,"Scenario A – high-cost, high-duration job order.",True
1041,1041,865,666,2024-07-23,2024-07-23 16:31:49.298791,2024-07-28 16:31:49.298791,2024-07-23 17:31:49.298791,2024-07-26 16:31:49.298791,2024-03-24 16:31:49.298791,14:37:16,18:04:51,10919.34,11581.90,0.00,11581.90,released,"Scenario A – high-cost, high-duration job order.",True
1042,1042,866,667,2026-06-05,2026-06-05 16:31:49.298791,2026-06-10 16:31:49.298791,2026-06-05 20:31:49.298791,2023-03-02 16:31:49.298791,2023-02-24 16:31:49.298791,18:00:36,18:02:06,11689.14,13302.99,0.00,13302.99,released,"Scenario A – high-cost, high-duration job order.",True
1043,1043,867,668,2022-07-11,2022-07-11 16:31:49.298791,2022-07-16 16:31:49.298791,2022-07-11 17:31:49.298791,2023-09-26 16:31:49.298791,2023-08-03 16:31:49.298791,19:49:18,14:13:19,10148.49,11115.02,5036.67,6078.35,released,"Scenario A – high-cost, high-duration job order.",True
1044,1044,868,669,2019-04-08,2019-04-08 16:31:49.298791,2019-04-13 16:31:49.298791,2019-04-08 18:31:49.298791,2024-03-14 16:31:49.298791,2025-09-03 16:31:49.298791,16:11:23,04:51:39,11069.44,11938.42,0.00,11938.42,released,"Scenario A – high-cost, high-duration job order.",True
1045,1045,869,670,2019-11-10,2019-11-10 16:31:49.298791,2019-11-15 16:31:49.298791,2019-11-10 18:31:49.298791,2023-10-07 16:31:49.298791,2023-04-07 16:31:49.298791,12:36:29,08:21:37,9822.94,10574.72,5654.29,4920.43,released,"Scenario A – high-cost, high-duration job order.",True
1046,1046,870,671,2018-04-06,2018-04-06 16:31:49.298791,2018-04-11 16:31:49.298791,2018-04-06 20:31:49.298791,2025-01-16 16:31:49.298791,2024-01-29 16:31:49.298791,11:54:01,21:35:30,10740.49,12525.05,5980.90,6544.15,released,"Scenario A – high-cost, high-duration job order.",True
1047,1047,871,672,2022-10-13,2022-10-13 16:31:49.298791,2022-10-18 16:31:49.298791,2022-10-13 17:31:49.298791,2023-04-08 16:31:49.298791,2024-08-10 16:31:49.298791,12:39:01,19:25:04,10049.35,11867.90,11527.17,340.73,released,"Scenario A – high-cost, high-duration job order.",True
1048,1048,872,673,2018-06-12,2018-06-12 16:31:49.298791,2018-06-17 16:31:49.298791,2018-06-12 18:31:49.298791,2025-06-08 16:31:49.298791,2024-06-29 16:31:49.298791,20:13:06,22:23:15,11706.98,11641.99,11822.36,-180.37,released,"Scenario A – high-cost, high-duration job order.",True
1049,1049,873,674,2017-07-12,2017-07-12 16:31:49.298791,2017-07-17 16:31:49.298791,2017-07-12 18:31:49.298791,2025-04-02 16:31:49.298791,2025-06-30 16:31:49.298791,13:34:59,22:52:06,10340.93,12132.11,10316.78,1815.33,released,"Scenario A – high-cost, high-duration job order.",True
