id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
1040,690,5,Work on Engine Diagnostics,01:43:07,03:19:00,3.06,1.60,4082.33,4149.484807008123
1041,691,1,Work on Oil Change,01:10:26,02:06:00,2.20,1.20,3303.91,3478.1355390275457
1042,692,8,Work on Transmission Fluid Flush,02:12:41,05:00:00,3.91,1.93,7815.35,9102.23085520895
1043,692,6,Work on Battery Testing & Replacement,00:31:55,01:15:00,1.19,0.60,10705.2,9274.632929438243
1044,693,1,Work on Oil Change,01:02:26,03:07:00,2.29,1.14,3435.49,4355.916727261015
1045,694,7,Work on A/C System Recharge,01:00:30,02:35:00,2.33,1.14,5812.73,5982.726004843405
1046,694,1,Work on Oil Change,01:11:44,02:40:00,1.97,0.92,2953.93,3611.5795072211076
1047,694,3,Work on Tire Rotation & Balance,00:33:20,00:41:00,1.03,0.57,1640.27,1880.974013213115
1048,695,4,Work on Wheel Alignment,00:54:34,02:02:00,2.02,1.00,2423.32,2605.3940057963127
1049,695,1,Work on Oil Change,01:01:12,02:11:00,2.00,1.16,2995.15,3866.935084674448
1050,695,7,Work on A/C System Recharge,01:01:23,02:31:00,2.13,1.10,5327.93,6201.275102908157
1051,696,5,Work on Engine Diagnostics,01:46:48,02:54:00,3.69,1.49,4925.93,4293.705544336349
1052,697,5,Work on Engine Diagnostics,01:33:39,03:24:00,3.54,1.51,4715.41,5474.166448082613
1053,698,5,Work on Engine Diagnostics,01:36:01,01:32:00,1.56,1.39,2074.53,2507.7862657091628
1054,698,8,Work on Transmission Fluid Flush,02:17:55,02:38:00,2.39,1.81,4786.18,4486.542128300998
1055,699,3,Work on Tire Rotation & Balance,00:34:26,00:33:00,0.64,0.50,1024.85,1012.3712183566562
1056,700,3,Work on Tire Rotation & Balance,00:28:47,00:50:00,0.64,0.47,1024.33,1264.2839021973605
1057,700,4,Work on Wheel Alignment,01:02:35,01:01:00,1.14,0.97,1370.83,1353.4215036970863
1058,701,2,Work on Brake Pad Replacement,01:51:39,07:11:00,5.67,1.90,9928.61,9061.79180326119
1829,887,1,"Full suspension rebuild: shocks, struts, control arms, and bushings replaced.",04:01:37,05:15:00,4.61,17.46,6915.21,7209.582756086342
1830,888,1,"Timing belt, water pump, idler pulley, and tensioner replaced as full kit.",03:13:22,03:41:00,4.87,8.06,7308.8,7067.371063052231
1831,889,1,"Fuel system overhaul: injectors cleaned, fuel pump and filter replaced.",04:20:05,05:34:00,4.16,13.66,6238.08,7770.494159287456
1059,701,3,Work on Tire Rotation & Balance,00:33:07,01:43:00,1.49,0.55,2383.97,2375.8777412713407
1060,702,7,Work on A/C System Recharge,01:04:24,03:03:00,2.75,0.91,6877.33,7389.976995431008
1062,704,3,Work on Tire Rotation & Balance,00:29:08,01:31:00,1.22,0.52,1947.18,1887.586179149696
1063,705,3,Work on Tire Rotation & Balance,00:29:26,01:25:00,1.11,0.51,1776.75,1893.0918240672097
1064,705,4,Work on Wheel Alignment,01:10:13,02:04:00,1.72,1.05,2061.56,2364.5554918727116
1065,706,8,Work on Transmission Fluid Flush,01:54:13,05:32:00,4.62,1.83,9238.88,10933.08009358524
1067,707,4,Work on Wheel Alignment,00:59:04,01:57:00,2.25,1.02,2696.24,2542.4590391364027
1068,708,6,Work on Battery Testing & Replacement,00:33:16,01:11:00,1.71,0.49,15356.37,17417.17138335867
1069,709,4,Work on Wheel Alignment,01:06:00,02:57:00,2.39,1.04,2868.01,3118.7262793075033
1070,710,5,Work on Engine Diagnostics,01:26:14,05:35:00,4.14,1.50,5514.09,5451.0887853717295
1071,711,3,Work on Tire Rotation & Balance,00:33:19,01:02:00,1.01,0.60,1619.43,1699.725540471715
1072,711,7,Work on A/C System Recharge,00:55:34,01:35:00,2.12,1.13,5294.06,5805.929182796961
1073,712,4,Work on Wheel Alignment,01:03:15,02:33:00,2.35,0.97,2817.67,3120.2605737820595
1074,712,1,Work on Oil Change,01:04:07,01:43:00,2.09,1.07,3129.92,3613.7058193716234
1075,712,8,Work on Transmission Fluid Flush,02:09:24,06:30:00,4.73,2.12,9453.14,9658.746382198311
1076,713,6,Work on Battery Testing & Replacement,00:33:42,01:14:00,1.20,0.52,10836.62,10914.225210916233
1077,714,3,Work on Tire Rotation & Balance,00:28:33,01:52:00,1.39,0.50,2223.74,2328.0449028594026
1078,715,4,Work on Wheel Alignment,01:01:30,02:37:00,2.40,0.94,2876.5,2565.204022102147
1079,716,1,Work on Oil Change,01:08:55,02:27:00,2.55,0.97,3825.36,4193.12608544347
1080,716,5,Work on Engine Diagnostics,01:26:04,04:44:00,3.79,1.51,5052.4,4679.516988537769
1081,717,3,Work on Tire Rotation & Balance,00:28:52,00:57:00,1.21,0.49,1932.81,1971.1576476774483
1082,717,4,Work on Wheel Alignment,01:04:50,03:13:00,2.36,1.17,2827.01,3255.726550496218
1083,717,8,Work on Transmission Fluid Flush,02:22:16,07:19:00,5.98,1.90,11964.28,11240.195684668546
1084,718,3,Work on Tire Rotation & Balance,00:29:13,01:12:00,1.16,0.60,1851.31,2345.5198888589866
1085,718,3,Work on Tire Rotation & Balance,00:32:42,01:19:00,1.03,0.53,1647.47,1943.9596183885026
1086,719,1,Work on Oil Change,01:06:25,02:25:00,2.05,1.07,3078.3,3250.8439620257323
1087,719,6,Work on Battery Testing & Replacement,00:27:56,00:52:00,1.16,0.47,10464.61,11931.170660670334
1088,720,1,Work on Oil Change,00:58:41,03:20:00,2.50,1.06,3745.85,4599.979723370837
1089,720,3,Work on Tire Rotation & Balance,00:35:07,01:07:00,1.12,0.47,1794.82,2470.926701990018
1090,720,4,Work on Wheel Alignment,01:00:24,02:54:00,2.05,0.99,2456.69,2921.76615345779
1091,721,4,Work on Wheel Alignment,01:10:46,01:45:00,1.89,0.99,2265.99,3191.248290288362
1092,722,1,Work on Oil Change,01:03:59,02:35:00,2.37,1.01,3553.55,3640.093963133287
1093,722,3,Work on Tire Rotation & Balance,00:33:33,01:52:00,1.19,0.55,1904.07,1708.378747354634
1094,723,5,Work on Engine Diagnostics,01:46:12,03:46:00,4.18,1.68,5567.05,5619.520152532885
1095,723,3,Work on Tire Rotation & Balance,00:30:23,01:50:00,1.60,0.49,2565.66,2682.7028833469526
1096,723,1,Work on Oil Change,01:02:04,03:25:00,2.55,0.97,3819.42,4354.5402773922815
1097,724,7,Work on A/C System Recharge,01:01:34,02:54:00,2.94,1.18,7344.52,9040.907163022994
1098,725,5,Work on Engine Diagnostics,01:32:25,02:55:00,3.72,1.61,4956.61,5936.990599320022
1099,726,4,Work on Wheel Alignment,01:02:56,02:13:00,2.44,0.93,2924.4,2835.382014706844
1100,727,3,Work on Tire Rotation & Balance,00:32:13,01:22:00,1.08,0.52,1730.65,1912.424731165161
1101,728,4,Work on Wheel Alignment,00:57:30,02:49:00,2.70,1.01,3241.74,3836.7000965690754
1102,728,3,Work on Tire Rotation & Balance,00:29:56,01:07:00,1.10,0.59,1766.15,1954.3442346752054
1103,729,3,Work on Tire Rotation & Balance,00:34:52,00:52:00,0.81,0.54,1299.73,977.4392955143885
1104,729,3,Work on Tire Rotation & Balance,00:34:57,00:58:00,0.66,0.53,1059.97,1093.3406515273434
1105,729,1,Work on Oil Change,01:08:09,01:21:00,1.60,1.07,2395.59,2754.2946364972167
1106,730,3,Work on Tire Rotation & Balance,00:35:06,00:52:00,0.77,0.45,1239.31,1838.4813718589292
1107,730,6,Work on Battery Testing & Replacement,00:27:23,01:00:00,0.69,0.52,6225.18,6332.186632891309
1108,731,5,Work on Engine Diagnostics,01:24:55,05:26:00,3.87,1.39,5160.1,5014.329999357758
1109,731,3,Work on Tire Rotation & Balance,00:27:58,01:12:00,1.43,0.50,2281.86,2528.056320796807
1110,732,4,Work on Wheel Alignment,01:07:42,02:41:00,2.26,1.19,2707.88,2913.454484277386
1111,732,1,Work on Oil Change,01:05:48,01:38:00,2.27,1.09,3405.61,4288.370164898884
1112,733,4,Work on Wheel Alignment,01:03:17,02:11:00,2.54,0.92,3052.82,3536.6686562263303
1113,733,1,Work on Oil Change,01:06:29,02:57:00,2.56,1.06,3836.45,4429.759159064664
1114,734,4,Work on Wheel Alignment,01:11:15,02:03:00,2.23,1.18,2681.52,3727.296111674171
1115,735,7,Work on A/C System Recharge,00:56:35,02:19:00,2.33,1.15,5812.56,5583.420379420858
1116,735,5,Work on Engine Diagnostics,01:24:21,03:56:00,3.46,1.63,4614.72,5421.336344816053
1117,736,6,Work on Battery Testing & Replacement,00:34:57,01:47:00,1.20,0.48,10800.89,13573.122940081908
1118,737,3,Work on Tire Rotation & Balance,00:27:54,01:40:00,1.07,0.54,1712.19,1885.2223793319504
1876,934,1,"Timing belt, water pump, idler pulley, and tensioner replaced as full kit.",04:51:58,05:53:00,4.86,15.79,7282.72,8533.757920302667
1877,935,1,"A/C compressor, condenser, and evaporator coil replaced; system recharged.",04:36:02,02:45:00,3.18,14.71,4763.09,5700.337284583575
1878,936,1,"Major brake system overhaul: rotors, calipers, pads, and brake lines replaced.",04:06:57,05:10:00,4.38,18.94,6574.67,7317.042674655455
1119,738,6,Work on Battery Testing & Replacement,00:35:33,00:58:00,1.06,0.57,9565.9,11902.56842701394
1120,739,3,Work on Tire Rotation & Balance,00:27:32,00:37:00,0.56,0.46,895.48,1337.6352277029914
1121,740,7,Work on A/C System Recharge,01:09:39,03:32:00,2.89,1.04,7235.52,8092.72510372409
1122,741,2,Work on Brake Pad Replacement,02:10:57,04:19:00,4.73,2.32,8282.01,7973.111111683244
1124,743,5,Work on Engine Diagnostics,01:34:55,02:02:00,2.50,1.53,3337.4,4471.073310264443
1125,744,4,Work on Wheel Alignment,01:10:10,01:10:00,1.36,1.11,1633.62,1863.3105335908908
1126,744,4,Work on Wheel Alignment,01:08:04,01:39:00,1.47,0.98,1767.72,1823.9953998851042
1127,744,5,Work on Engine Diagnostics,01:39:49,02:24:00,2.08,1.61,2770.01,3187.729793793472
1129,746,4,Work on Wheel Alignment,00:55:31,02:36:00,2.14,1.19,2570.93,3182.462250020809
1130,746,6,Work on Battery Testing & Replacement,00:30:39,00:33:00,0.97,0.49,8738.06,8150.1503634715145
1131,746,7,Work on A/C System Recharge,01:02:10,02:02:00,2.48,1.17,6188.6,7037.297698418807
1132,747,1,Work on Oil Change,00:57:34,02:09:00,2.50,0.91,3743.22,4877.845558514947
1133,747,5,Work on Engine Diagnostics,01:47:03,03:37:00,3.23,1.52,4312.96,3920.40294408296
1134,747,4,Work on Wheel Alignment,01:07:16,02:13:00,2.16,0.95,2591.19,3143.636369689101
1135,748,8,Work on Transmission Fluid Flush,01:54:33,04:18:00,3.87,1.92,7732.04,8768.51756888522
1136,749,5,Work on Engine Diagnostics,01:24:16,05:08:00,3.60,1.59,4805.1,4425.082563927109
1137,750,4,Work on Wheel Alignment,01:03:16,01:25:00,1.50,0.96,1800.77,1920.3693181554486
1138,751,3,Work on Tire Rotation & Balance,00:31:17,01:04:00,0.98,0.46,1564.83,1715.5731563478205
1139,752,4,Work on Wheel Alignment,01:07:56,01:39:00,1.93,1.01,2319.06,2575.0956371742864
1140,752,4,Work on Wheel Alignment,00:54:59,01:59:00,1.58,0.94,1900.27,2039.163054875226
1141,753,4,Work on Wheel Alignment,00:56:45,02:36:00,2.20,1.06,2640.48,2914.0996351409335
1142,753,1,Work on Oil Change,00:59:40,02:40:00,2.55,0.92,3823.37,4585.451348989506
1143,754,8,Work on Transmission Fluid Flush,02:15:34,02:17:00,2.45,1.95,4890.85,6445.1681975616975
1144,755,2,Work on Brake Pad Replacement,02:03:34,02:29:00,2.20,2.12,3857.03,4392.9141623985315
1145,755,3,Work on Tire Rotation & Balance,00:27:02,00:38:00,0.56,0.54,900.71,1357.8655006371553
1146,756,8,Work on Transmission Fluid Flush,02:15:00,02:42:00,2.77,2.19,5531.82,7684.17018898787
1147,757,7,Work on A/C System Recharge,01:02:02,03:10:00,2.31,0.96,5784.31,4752.463499914982
1148,758,5,Work on Engine Diagnostics,01:36:56,02:28:00,2.47,1.46,3293.56,3137.5140260824937
1149,758,1,Work on Oil Change,01:02:46,02:10:00,1.88,1.17,2823.42,2480.8099283329593
1150,758,5,Work on Engine Diagnostics,01:42:26,02:57:00,2.68,1.37,3572.01,4416.411320409678
1151,759,4,Work on Wheel Alignment,01:01:10,02:10:00,1.82,0.92,2182.76,2605.036510674132
1152,759,4,Work on Wheel Alignment,01:02:09,01:43:00,1.66,0.98,1988.88,2142.4043179984524
1153,759,1,Work on Oil Change,00:59:52,01:31:00,1.53,1.05,2287.64,1895.480723585551
1154,760,6,Work on Battery Testing & Replacement,00:29:38,00:38:00,0.96,0.48,8662.3,8615.461635892043
1155,761,6,Work on Battery Testing & Replacement,00:27:28,00:58:00,1.12,0.58,10044.33,10865.887158494048
1156,761,5,Work on Engine Diagnostics,01:37:41,03:38:00,2.85,1.60,3793.81,4524.721562193292
1157,762,3,Work on Tire Rotation & Balance,00:27:52,01:37:00,1.26,0.56,2017.31,2011.0282468619234
1158,763,7,Work on A/C System Recharge,01:08:55,02:12:00,2.32,1.01,5796.22,6578.7642260966595
1159,764,1,Work on Oil Change,00:55:04,03:06:00,2.14,1.02,3213.38,3138.0238352166944
1160,765,1,Work on Oil Change,01:04:31,02:24:00,2.29,1.14,3432.8,4465.848860875309
1161,765,1,Work on Oil Change,01:03:42,03:00:00,2.38,0.95,3574.21,4245.222596622749
1162,765,1,Work on Oil Change,00:54:42,02:07:00,2.30,1.10,3444.67,3335.1958078877246
1163,766,3,Work on Tire Rotation & Balance,00:27:30,01:04:00,1.16,0.55,1857.35,1742.203360863088
1164,767,6,Work on Battery Testing & Replacement,00:34:30,00:43:00,1.13,0.58,10153.8,9259.88671056684
1165,767,3,Work on Tire Rotation & Balance,00:35:21,01:22:00,1.09,0.51,1741.68,2247.1360206637373
1166,768,3,Work on Tire Rotation & Balance,00:34:32,01:44:00,1.16,0.53,1850.58,1828.1900741253496
1167,769,5,Work on Engine Diagnostics,01:26:16,03:44:00,2.99,1.48,3984.55,4850.025755528236
1168,769,2,Work on Brake Pad Replacement,02:02:18,05:36:00,4.56,2.39,7973.05,9253.603040057724
1169,769,3,Work on Tire Rotation & Balance,00:34:11,01:26:00,1.06,0.48,1690.93,1696.8419197652784
1170,770,5,Work on Engine Diagnostics,01:29:44,03:23:00,3.07,1.55,4087.85,4519.807854314798
1171,770,1,Work on Oil Change,01:11:19,02:27:00,1.91,0.91,2869.29,2420.4523551985417
1172,770,3,Work on Tire Rotation & Balance,00:31:41,01:21:00,1.11,0.57,1783.2,2084.171559621433
1173,771,7,Work on A/C System Recharge,01:06:26,02:35:00,2.09,0.91,5218.76,5023.731131968396
1174,772,5,Work on Engine Diagnostics,01:28:26,04:24:00,3.85,1.69,5137.09,5667.452242421847
1175,773,7,Work on A/C System Recharge,00:59:18,02:47:00,2.74,1.08,6860.98,7302.492204962226
1176,773,5,Work on Engine Diagnostics,01:35:13,03:58:00,4.69,1.72,6251.56,5966.689396606956
1177,773,3,Work on Tire Rotation & Balance,00:29:02,01:36:00,1.47,0.56,2358.0,2144.8132171819943
1178,774,4,Work on Wheel Alignment,00:58:45,02:54:00,2.35,1.18,2820.92,3651.4006447424244
1179,774,3,Work on Tire Rotation & Balance,00:34:24,01:33:00,1.40,0.53,2241.3,2142.4663417826305
1180,775,3,Work on Tire Rotation & Balance,00:27:03,01:18:00,1.40,0.59,2241.55,2363.7095318415227
1181,776,8,Work on Transmission Fluid Flush,01:49:37,06:22:00,5.45,1.95,10894.62,11864.436178066315
1182,776,4,Work on Wheel Alignment,00:54:25,02:23:00,2.17,1.02,2607.73,2722.805286396581
1183,777,3,Work on Tire Rotation & Balance,00:32:08,01:11:00,1.02,0.57,1629.06,1365.7876600115421
1184,778,5,Work on Engine Diagnostics,01:29:45,04:06:00,3.15,1.73,4196.92,4733.464858368003
1185,779,4,Work on Wheel Alignment,01:10:57,02:55:00,2.31,1.04,2767.66,3468.378203879296
1186,780,8,Work on Transmission Fluid Flush,02:15:21,03:56:00,4.95,2.17,9904.87,10846.207825823689
1187,781,5,Work on Engine Diagnostics,01:30:39,05:01:00,3.59,1.74,4787.8,4018.595637555287
1188,782,5,Work on Engine Diagnostics,01:39:16,02:50:00,3.45,1.64,4599.47,4187.062827897868
1189,782,2,Work on Brake Pad Replacement,02:13:53,06:21:00,4.56,2.06,7983.93,9940.684673721073
1190,783,8,Work on Transmission Fluid Flush,02:13:06,05:44:00,4.34,1.81,8684.2,10541.093221957952
1191,783,7,Work on A/C System Recharge,01:04:39,02:55:00,2.81,1.06,7012.84,6937.602273311939
1192,783,1,Work on Oil Change,00:57:53,02:08:00,2.66,0.93,3993.92,5216.3320412585135
1193,784,3,Work on Tire Rotation & Balance,00:35:30,01:35:00,1.23,0.51,1973.07,1864.6980775912093
1194,785,7,Work on A/C System Recharge,00:57:09,02:22:00,2.31,1.00,5764.99,5190.857939719276
1195,785,6,Work on Battery Testing & Replacement,00:35:55,01:08:00,0.99,0.51,8933.75,10897.484553968503
1196,786,3,Work on Tire Rotation & Balance,00:35:09,01:05:00,0.74,0.51,1191.04,1714.9864030249926
1197,786,3,Work on Tire Rotation & Balance,00:30:45,01:01:00,0.69,0.54,1111.74,1422.6318964124075
1199,787,3,Work on Tire Rotation & Balance,00:30:50,00:38:00,0.79,0.55,1259.33,1003.0437632877254
1200,787,1,Work on Oil Change,01:05:53,01:47:00,1.29,1.09,1933.4,1694.1152490406419
1201,787,8,Work on Transmission Fluid Flush,01:48:36,04:27:00,3.29,2.40,6584.74,7217.406522736084
1202,788,1,Work on Oil Change,00:57:58,02:22:00,2.23,1.14,3341.81,3617.777743182147
1203,789,2,Work on Brake Pad Replacement,01:55:01,04:14:00,4.16,2.35,7273.72,9436.091314743955
1204,790,5,Work on Engine Diagnostics,01:22:18,02:48:00,3.08,1.46,4102.54,3817.5484970513867
1205,791,3,Work on Tire Rotation & Balance,00:34:59,00:52:00,0.98,0.59,1566.62,2118.822980770072
1206,792,3,Work on Tire Rotation & Balance,00:35:49,01:07:00,0.97,0.57,1552.63,1639.375035293659
1207,793,5,Work on Engine Diagnostics,01:26:17,03:41:00,2.92,1.71,3887.58,4975.670191403773
1208,793,3,Work on Tire Rotation & Balance,00:30:51,01:43:00,1.24,0.51,1986.89,2687.3615518891665
1209,794,4,Work on Wheel Alignment,00:57:57,02:36:00,2.54,1.17,3048.39,2590.190891595421
1210,795,3,Work on Tire Rotation & Balance,00:29:36,01:11:00,1.09,0.56,1741.1,1735.080735705285
1211,796,1,Work on Oil Change,01:05:14,02:42:00,2.03,1.11,3041.05,3840.1135832882974
1212,797,4,Work on Wheel Alignment,00:54:13,01:51:00,2.20,1.03,2640.67,2392.6728197962757
1213,798,7,Work on A/C System Recharge,00:54:58,02:48:00,2.52,1.08,6301.84,7844.819944622761
1214,799,7,Work on A/C System Recharge,00:57:18,02:02:00,2.31,1.17,5772.47,5769.481258346665
1215,800,4,Work on Wheel Alignment,01:10:31,02:17:00,2.14,0.96,2569.33,3072.5552530807367
1216,801,7,Work on A/C System Recharge,01:06:47,02:59:00,2.02,1.01,5048.6,6097.98204515472
1217,802,2,Work on Brake Pad Replacement,01:52:50,03:07:00,4.04,1.97,7071.32,7024.070365913742
1218,803,3,Work on Tire Rotation & Balance,00:30:07,01:34:00,1.12,0.58,1793.27,2497.996159260488
1219,804,3,Work on Tire Rotation & Balance,00:29:54,01:12:00,1.26,0.59,2020.53,1924.9895936091693
1220,805,4,Work on Wheel Alignment,00:59:46,02:04:00,2.53,0.93,3030.45,2962.0020174926153
1221,806,3,Work on Tire Rotation & Balance,00:29:47,01:04:00,1.21,0.49,1931.34,1722.4884414365445
1222,807,5,Work on Engine Diagnostics,01:30:10,03:38:00,3.74,1.44,4983.09,4877.422904574501
1223,807,7,Work on A/C System Recharge,00:54:54,01:55:00,2.21,0.91,5519.39,6908.648396214273
1224,807,7,Work on A/C System Recharge,01:11:50,02:58:00,2.38,1.06,5939.75,6086.870701314233
1225,808,7,Work on A/C System Recharge,01:04:35,02:22:00,2.07,0.96,5179.54,5684.102988384245
1226,809,7,Work on A/C System Recharge,01:06:11,03:07:00,2.55,0.93,6372.9,6245.209260509254
1227,810,3,Work on Tire Rotation & Balance,00:33:52,00:58:00,1.05,0.58,1685.07,1622.3560038279638
1228,811,6,Work on Battery Testing & Replacement,00:33:12,00:55:00,0.97,0.48,8748.31,9714.787244350475
1229,811,1,Work on Oil Change,01:06:32,01:45:00,2.09,1.00,3140.24,3157.2093704082163
2328,1381,5,Battery terminals cleaned and coated; voltage test passed.,00:09:21,02:23:00,1.98,0.09,2634.54,2679.9816383079456
1230,811,3,Work on Tire Rotation & Balance,00:31:53,00:39:00,0.88,0.55,1410.54,1384.7247694965413
1231,812,8,Work on Transmission Fluid Flush,02:20:06,05:57:00,5.06,1.99,10122.48,9622.306508279717
3370,840,5,Work on Engine Diagnostics,,03:12:00,2.20,1.21,2930.05,3539.9231865229417
1241,819,3,Work on Tire Rotation & Balance,00:27:55,01:23:00,1.15,0.47,1839.66,2208.2932722082796
1242,819,3,Work on Tire Rotation & Balance,00:28:52,00:55:00,1.06,0.47,1691.94,1733.3035280108409
1243,819,5,Work on Engine Diagnostics,01:33:39,02:46:00,3.45,1.70,4593.87,4937.145236008547
1244,820,5,Work on Engine Diagnostics,01:28:14,04:24:00,3.75,1.47,5004.22,4424.820495586665
1245,820,2,Work on Brake Pad Replacement,01:56:36,03:33:00,4.26,2.05,7448.83,7231.323933920035
1246,821,3,Work on Tire Rotation & Balance,00:29:18,01:26:00,0.99,0.51,1581.79,1872.3766580619092
1247,821,3,Work on Tire Rotation & Balance,00:27:58,01:16:00,0.99,0.52,1587.21,1406.0304094108174
1248,822,2,Work on Brake Pad Replacement,02:09:49,05:33:00,4.55,2.12,7968.45,7535.808411149322
1249,823,4,Work on Wheel Alignment,01:07:15,01:29:00,1.62,1.08,1946.66,1767.2655509368142
1250,823,1,Work on Oil Change,01:10:20,01:30:00,1.39,1.14,2091.09,1942.7603383512355
1251,823,1,Work on Oil Change,00:54:04,02:12:00,1.67,1.17,2506.27,2677.1564027491427
1252,824,3,Work on Tire Rotation & Balance,00:33:40,00:56:00,0.80,0.47,1284.85,1936.1444436113486
1253,825,2,Work on Brake Pad Replacement,01:50:25,05:02:00,4.37,2.05,7642.93,8722.798712704438
1254,826,1,Work on Oil Change,00:59:04,01:56:00,1.90,0.93,2844.35,2214.1357368339714
1257,828,7,Work on A/C System Recharge,01:10:00,02:35:00,2.53,0.92,6326.11,7340.3377952322135
1258,829,5,Work on Engine Diagnostics,01:43:03,05:15:00,3.81,1.76,5080.26,6432.30777159144
1259,830,4,Work on Wheel Alignment,00:55:50,03:32:00,2.95,1.00,3539.9,4492.022114148788
1260,831,3,Work on Tire Rotation & Balance,00:35:20,01:05:00,1.09,0.60,1738.77,1846.371628825916
1261,832,1,Work on Oil Change,01:07:16,02:53:00,2.14,1.07,3212.68,3851.1549379984945
1262,833,1,Work on Oil Change,01:09:32,02:18:00,2.37,1.02,3555.18,4320.193331345541
1263,834,4,Work on Wheel Alignment,01:04:10,02:50:00,2.26,1.13,2708.02,2587.8477285002064
1264,835,4,Work on Wheel Alignment,01:08:02,03:07:00,2.89,1.14,3467.14,2945.3665194265764
1265,836,2,Work on Brake Pad Replacement,02:23:46,05:27:00,6.17,2.16,10802.04,11614.11892833763
1266,837,7,Work on A/C System Recharge,00:58:47,00:55:00,1.28,0.92,3187.64,3207.8307334249835
1267,838,3,Work on Tire Rotation & Balance,00:31:06,01:27:00,1.23,0.50,1972.2,2346.0925818585765
1268,839,2,Work on Brake Pad Replacement,02:24:00,05:12:00,4.73,2.09,8269.36,7775.449952617056
1271,842,3,Work on Tire Rotation & Balance,00:29:04,00:28:00,0.67,0.46,1074.66,1007.754345747933
1272,843,6,Work on Battery Testing & Replacement,00:35:01,00:39:00,0.65,0.56,5823.94,7235.487100542923
1273,844,1,Work on Oil Change,01:04:04,01:51:00,2.25,1.12,3370.58,3627.1593390630205
1274,845,3,Work on Tire Rotation & Balance,00:28:20,00:56:00,1.00,0.47,1604.35,1321.075272014733
1275,845,4,Work on Wheel Alignment,01:02:40,01:57:00,2.03,1.08,2439.91,2735.9311258864273
1277,847,6,Work on Battery Testing & Replacement,00:35:35,01:34:00,1.02,0.51,9214.96,8622.618224989963
1278,848,2,Work on Brake Pad Replacement,01:58:01,04:53:00,4.80,2.12,8393.88,8815.130523946424
1279,849,1,Work on Oil Change,01:09:57,01:24:00,1.40,1.17,2106.43,2430.5345077533057
1280,850,6,Work on Battery Testing & Replacement,00:35:43,01:07:00,1.16,0.54,10435.93,9346.077141758042
1281,851,4,Work on Wheel Alignment,01:11:07,02:34:00,2.29,1.08,2744.38,3311.881321867666
1282,852,4,Work on Wheel Alignment,00:58:36,02:41:00,2.02,1.06,2428.95,2739.5331253091904
1283,853,6,Work on Battery Testing & Replacement,00:34:10,00:54:00,1.49,0.49,13406.43,12088.855804049606
1284,854,6,Work on Battery Testing & Replacement,00:35:02,01:36:00,1.35,0.46,12145.96,14757.847904703525
1285,855,4,Work on Wheel Alignment,00:56:35,02:20:00,2.32,0.92,2789.28,3543.6843737215167
1286,856,6,Work on Battery Testing & Replacement,00:28:39,01:20:00,1.26,0.52,11370.36,12264.971716379836
1287,857,3,Work on Tire Rotation & Balance,00:31:34,01:51:00,1.21,0.56,1935.64,1649.4037321810474
1288,858,7,Work on A/C System Recharge,01:01:30,02:59:00,2.53,1.18,6324.41,7578.497910712031
1289,858,7,Work on A/C System Recharge,01:10:41,03:22:00,2.30,1.15,5749.54,5886.962118628632
1290,859,3,Work on Tire Rotation & Balance,00:29:33,02:22:00,1.68,0.58,2683.07,3208.4930712030596
1291,859,5,Work on Engine Diagnostics,01:32:50,05:59:00,4.60,1.74,6132.15,6324.256912796288
1292,860,2,Work on Brake Pad Replacement,01:53:56,07:16:00,5.59,2.40,9777.07,12296.136239573094
1293,860,8,Work on Transmission Fluid Flush,02:23:56,05:14:00,5.82,1.91,11639.37,14561.366870854365
1294,861,3,Work on Tire Rotation & Balance,00:32:49,01:33:00,1.15,0.54,1832.26,1794.1763817422145
1295,862,7,Work on A/C System Recharge,01:09:22,02:41:00,2.10,0.90,5249.9,6255.455168300329
1296,862,3,Work on Tire Rotation & Balance,00:34:29,01:27:00,1.12,0.55,1791.31,2358.791007359551
1297,862,3,Work on Tire Rotation & Balance,00:28:30,01:06:00,1.06,0.56,1693.65,1939.7413288881937
1298,863,7,Work on A/C System Recharge,01:02:01,01:57:00,2.14,1.09,5341.28,6233.04597988808
1299,863,4,Work on Wheel Alignment,00:59:41,02:48:00,2.26,1.16,2715.65,3579.2664452428357
1300,864,1,Work on Oil Change,01:00:49,02:51:00,3.23,0.95,4848.65,6288.401735582215
1301,865,7,Work on A/C System Recharge,01:00:24,03:19:00,3.09,1.03,7722.95,7965.8211147439315
1308,870,4,Work on Wheel Alignment,01:05:57,02:48:00,2.00,1.04,2401.31,2680.0909637890063
1309,871,7,Work on A/C System Recharge,01:00:17,02:49:00,2.12,0.93,5303.36,5059.0395182884085
1310,872,2,Work on Brake Pad Replacement,02:09:53,04:25:00,3.46,1.85,6054.67,6533.4210242092895
1311,872,5,Work on Engine Diagnostics,01:33:34,02:43:00,2.84,1.73,3791.16,3130.26345685767
1312,873,5,Work on Engine Diagnostics,01:42:29,03:11:00,3.22,1.52,4292.43,4200.603141364916
1531,1089,1,"Full suspension rebuild: shocks, struts, control arms, and bushings replaced.",04:08:24,06:45:00,4.85,21.95,7279.2,7914.197972362729
1313,873,3,Work on Tire Rotation & Balance,00:32:42,00:57:00,1.00,0.53,1607.01,1673.1332374314381
