id,job_order_id,job_order_service_id,purchase_order_id,status,part_number,description,quantity,retail_unit_price,total_retail_amount,supplier_unit_cost,is_oem,tier
2535,534,1462,,received,,Cabin Filter,1,400.00,400.00,280.00,false,replacement
2536,534,1462,,received,,Fuel Filter,1,750.00,750.00,525.00,false,replacement
2537,535,1465,,received,,Oil Filter,1,700.00,700.00,490.00,true,original
2538,535,1465,,received,,Fuel Filter,1,2000.00,2000.00,1400.00,true,original
2539,536,1469,,received,,Suspension Bushing,4,1350.00,5400.00,945.00,true,original
2540,536,1469,,received,,Tie Rod End,2,2250.00,4500.00,1575.00,true,original
2541,536,1469,,received,,Stabilizer Link,2,1200.00,2400.00,840.00,false,replacement
2542,536,1469,,received,,Shock Absorber,2,2000.00,4000.00,1400.00,false,replacement
2543,537,1470,,received,,Overhauling Gasket Set,1,7350.00,7350.00,5145.00,true,original
2544,537,1470,,received,,Crankshaft Oil Seal,1,1550.00,1550.00,1085.00,false,replacement
2545,537,1470,,received,,Spark Plug,4,450.00,1800.00,315.00,false,replacement
2546,537,1470,,received,,Engine Coolant,3,300.00,900.00,210.00,false,standard
2547,537,1470,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2548,537,1470,,received,,RTV Silicone Gasket Maker,2,250.00,500.00,175.00,false,standard
2549,538,1472,,received,,Clutch Disc,1,2550.00,2550.00,1785.00,false,replacement
2550,538,1472,,received,,Pressure Plate,1,3800.00,3800.00,2660.00,false,replacement
2551,538,1472,,received,,Release Bearing,1,1000.00,1000.00,700.00,false,replacement
2552,538,1472,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2553,538,1472,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2554,539,1475,,received,,Suspension Bushing,4,1200.00,4800.00,840.00,true,original
2555,539,1475,,received,,Stabilizer Link,2,1900.00,3800.00,1330.00,true,original
2556,539,1475,,received,,Shock Absorber,2,4350.00,8700.00,3045.00,true,original
2557,539,1475,,received,,Shock Mounting,2,2300.00,4600.00,1610.00,true,original
2558,540,1477,,received,,Brake Cleaner,2,250.00,500.00,175.00,false,standard
2559,540,1477,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2560,540,1477,,received,,Brake Pads,2,3050.00,6100.00,2135.00,true,original
2561,540,1477,,received,,Brake Shoe,1,1300.00,1300.00,910.00,false,replacement
2562,540,1477,,received,,Wheel Cylinder,1,1100.00,1100.00,770.00,false,replacement
2563,541,1479,,received,,Engine Oil,5,400.00,2000.00,280.00,false,standard
2564,541,1479,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2565,541,1479,,received,,Air Filter,1,550.00,550.00,385.00,false,replacement
2566,541,1479,,received,,Cabin Filter,1,500.00,500.00,350.00,false,replacement
2567,541,1479,,received,,Fuel Filter,1,500.00,500.00,350.00,false,replacement
2568,542,1481,,received,,Engine Oil,4,450.00,1800.00,315.00,false,standard
2569,542,1481,,received,,Oil Filter,1,400.00,400.00,280.00,false,replacement
2570,542,1481,,received,,Air Filter,1,750.00,750.00,525.00,false,replacement
2571,542,1481,,received,,Cabin Filter,1,400.00,400.00,280.00,false,replacement
2572,542,1481,,received,,Fuel Filter,1,650.00,650.00,455.00,false,replacement
2573,543,1483,,received,,Valve Cover Gasket,1,1350.00,1350.00,945.00,true,original
2574,543,1483,,received,,Crankshaft Oil Seal,1,2350.00,2350.00,1645.00,true,original
2575,543,1483,,received,,RTV Silicone Gasket Maker,1,200.00,200.00,140.00,false,standard
2576,543,1483,,received,,Drive / Fan Belt,1,2750.00,2750.00,1925.00,true,original
2577,543,1483,,received,,Engine Oil,3,400.00,1200.00,280.00,false,standard
2578,543,1483,,received,,Oil Filter,1,750.00,750.00,525.00,true,original
2579,544,1485,,received,,Brake Cleaner,1,300.00,300.00,210.00,false,standard
2580,544,1485,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2581,544,1485,,received,,Brake Pads,1,1450.00,1450.00,1015.00,false,replacement
2582,544,1485,,received,,Brake Shoe,1,1450.00,1450.00,1015.00,false,replacement
2583,544,1485,,received,,Wheel Cylinder,2,1700.00,3400.00,1190.00,true,original
2584,545,1488,,received,,Suspension Bushing,4,650.00,2600.00,455.00,false,replacement
2585,545,1488,,received,,Tie Rod End,2,1150.00,2300.00,805.00,false,replacement
2586,545,1488,,received,,Stabilizer Link,2,1250.00,2500.00,875.00,false,replacement
2587,545,1488,,received,,Shock Absorber,2,2450.00,4900.00,1715.00,false,replacement
2588,545,1488,,received,,Shock Mounting,2,1150.00,2300.00,805.00,false,replacement
2589,546,1491,,received,,Suspension Bushing,3,500.00,1500.00,350.00,false,replacement
2590,546,1491,,received,,Tie Rod End,2,2200.00,4400.00,1540.00,true,original
2591,546,1491,,received,,Shock Absorber,2,2250.00,4500.00,1575.00,false,replacement
2592,547,1493,,received,,Brake Cleaner,2,250.00,500.00,175.00,false,standard
2593,547,1493,,received,,Brake Pads,2,1550.00,3100.00,1085.00,false,replacement
2594,547,1493,,received,,Brake Shoe,1,1200.00,1200.00,840.00,false,replacement
2595,547,1493,,received,,Wheel Cylinder,1,900.00,900.00,630.00,false,replacement
2596,548,1498,,received,,Engine Oil,3,500.00,1500.00,350.00,false,standard
2597,548,1498,,received,,Oil Filter,1,650.00,650.00,455.00,true,original
2598,548,1498,,received,,Air Filter,1,2500.00,2500.00,1750.00,true,original
2599,548,1498,,received,,Cabin Filter,1,1300.00,1300.00,910.00,true,original
2600,548,1498,,received,,Fuel Filter,1,1750.00,1750.00,1225.00,true,original
2601,549,1500,,received,,Brake Fluid,1,350.00,350.00,245.00,false,standard
2602,549,1500,,received,,Brake Pads,2,3150.00,6300.00,2205.00,true,original
2603,549,1500,,received,,Brake Shoe,1,3200.00,3200.00,2240.00,true,original
2604,549,1500,,received,,Wheel Cylinder,1,1600.00,1600.00,1120.00,true,original
2605,550,1504,,received,,Suspension Bushing,4,500.00,2000.00,350.00,false,replacement
2606,550,1504,,received,,Tie Rod End,2,1050.00,2100.00,735.00,false,replacement
2607,550,1504,,received,,Shock Absorber,2,2300.00,4600.00,1610.00,false,replacement
2608,550,1504,,received,,Shock Mounting,2,900.00,1800.00,630.00,false,replacement
2609,551,1507,,received,,Suspension Bushing,3,600.00,1800.00,420.00,false,replacement
2610,551,1507,,received,,Tie Rod End,2,1000.00,2000.00,700.00,false,replacement
2611,551,1507,,received,,Stabilizer Link,2,1200.00,2400.00,840.00,false,replacement
2612,551,1507,,received,,Shock Absorber,2,2100.00,4200.00,1470.00,false,replacement
2613,551,1507,,received,,Shock Mounting,2,1000.00,2000.00,700.00,false,replacement
2614,552,1508,,received,,Clutch Disc,1,3050.00,3050.00,2135.00,false,replacement
2615,552,1508,,received,,Pressure Plate,1,3850.00,3850.00,2695.00,false,replacement
2616,552,1508,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2617,552,1508,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2618,553,1510,,received,,Engine Oil,5,500.00,2500.00,350.00,false,standard
2619,553,1510,,received,,Oil Filter,1,300.00,300.00,210.00,false,replacement
2620,553,1510,,received,,Air Filter,1,800.00,800.00,560.00,false,replacement
2621,554,1511,,received,,Clutch Disc,1,2750.00,2750.00,1925.00,false,replacement
2622,554,1511,,received,,Pressure Plate,1,3700.00,3700.00,2590.00,false,replacement
2623,554,1511,,received,,Release Bearing,1,1100.00,1100.00,770.00,false,replacement
2624,554,1511,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2625,555,1514,,received,,Suspension Bushing,3,650.00,1950.00,455.00,false,replacement
2626,555,1514,,received,,Tie Rod End,2,1250.00,2500.00,875.00,false,replacement
2627,555,1514,,received,,Stabilizer Link,2,1250.00,2500.00,875.00,false,replacement
2628,555,1514,,received,,Shock Absorber,2,1800.00,3600.00,1260.00,false,replacement
2629,555,1514,,received,,Shock Mounting,2,1200.00,2400.00,840.00,false,replacement
2630,556,1517,,received,,Engine Oil,4,450.00,1800.00,315.00,false,standard
2631,556,1517,,received,,Oil Filter,1,650.00,650.00,455.00,true,original
2632,556,1517,,received,,Air Filter,1,2150.00,2150.00,1505.00,true,original
2633,556,1517,,received,,Cabin Filter,1,950.00,950.00,665.00,true,original
2634,556,1517,,received,,Fuel Filter,1,550.00,550.00,385.00,false,replacement
2635,557,1519,,received,,Engine Oil,6,500.00,3000.00,350.00,false,standard
2636,557,1519,,received,,Oil Filter,1,650.00,650.00,455.00,true,original
2637,557,1519,,received,,Cabin Filter,1,1200.00,1200.00,840.00,true,original
2638,557,1519,,received,,Fuel Filter,1,2350.00,2350.00,1645.00,true,original
2639,558,1521,,received,,Engine Oil,6,400.00,2400.00,280.00,false,standard
2640,558,1521,,received,,Oil Filter,1,300.00,300.00,210.00,false,replacement
2641,558,1521,,received,,Air Filter,1,2100.00,2100.00,1470.00,true,original
2642,558,1521,,received,,Cabin Filter,1,1450.00,1450.00,1015.00,true,original
2643,558,1521,,received,,Fuel Filter,1,750.00,750.00,525.00,false,replacement
2644,559,1524,,received,,Brake Cleaner,2,300.00,600.00,210.00,false,standard
2645,559,1524,,received,,Brake Pads,2,3250.00,6500.00,2275.00,true,original
2646,559,1524,,received,,Brake Shoe,1,2400.00,2400.00,1680.00,true,original
2647,560,1525,,received,,A/C Evaporator,1,4000.00,4000.00,2800.00,false,replacement
2648,560,1525,,received,,Freon (R134a),2,400.00,800.00,280.00,false,standard
2649,560,1525,,received,,Cabin Filter,1,450.00,450.00,315.00,false,replacement
2650,561,1527,,received,,Brake Cleaner,1,200.00,200.00,140.00,false,standard
2651,561,1527,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2652,561,1527,,received,,Brake Pads,2,3450.00,6900.00,2415.00,true,original
2653,561,1527,,received,,Brake Shoe,1,2750.00,2750.00,1925.00,true,original
2654,561,1527,,received,,Wheel Cylinder,1,1650.00,1650.00,1155.00,true,original
2655,562,1529,,received,,Brake Cleaner,2,250.00,500.00,175.00,false,standard
2656,562,1529,,received,,Brake Pads,1,2800.00,2800.00,1960.00,true,original
2657,562,1529,,received,,Brake Shoe,1,2850.00,2850.00,1995.00,true,original
2658,562,1529,,received,,Wheel Cylinder,1,1400.00,1400.00,980.00,true,original
2659,563,1531,,received,,Overhauling Gasket Set,1,7250.00,7250.00,5075.00,true,original
2660,563,1531,,received,,Valve Cover Gasket,1,550.00,550.00,385.00,false,replacement
2661,563,1531,,received,,Crankshaft Oil Seal,1,1450.00,1450.00,1015.00,false,replacement
2662,563,1531,,received,,Spark Plug,4,350.00,1400.00,245.00,false,replacement
2663,563,1531,,received,,Engine Oil,7,400.00,2800.00,280.00,false,standard
2664,563,1531,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2665,563,1531,,received,,RTV Silicone Gasket Maker,2,250.00,500.00,175.00,false,standard
2666,564,1532,,received,,Clutch Disc,1,3300.00,3300.00,2310.00,false,replacement
2667,564,1532,,received,,Pressure Plate,1,3550.00,3550.00,2485.00,false,replacement
2668,564,1532,,received,,Release Bearing,1,950.00,950.00,665.00,false,replacement
2669,564,1532,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2670,564,1532,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2671,565,1536,,received,,Engine Oil,6,450.00,2700.00,315.00,false,standard
2672,565,1536,,received,,Oil Filter,1,600.00,600.00,420.00,true,original
2673,565,1536,,received,,Cabin Filter,1,950.00,950.00,665.00,true,original
2674,565,1536,,received,,Fuel Filter,1,1800.00,1800.00,1260.00,true,original
2675,566,1538,,received,,Overhauling Gasket Set,1,6000.00,6000.00,4200.00,true,original
2676,566,1538,,received,,Valve Cover Gasket,1,1500.00,1500.00,1050.00,true,original
2677,566,1538,,received,,Crankshaft Oil Seal,1,2600.00,2600.00,1820.00,true,original
2678,566,1538,,received,,Spark Plug,4,600.00,2400.00,420.00,true,original
2679,566,1538,,received,,Engine Coolant,4,350.00,1400.00,245.00,false,standard
2680,566,1538,,received,,Engine Oil,4,500.00,2000.00,350.00,false,standard
2681,566,1538,,received,,Oil Filter,1,800.00,800.00,560.00,true,original
2682,566,1538,,received,,RTV Silicone Gasket Maker,2,200.00,400.00,140.00,false,standard
2683,567,1543,,received,,Engine Oil,5,500.00,2500.00,350.00,false,standard
2684,567,1543,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2685,567,1543,,received,,Air Filter,1,500.00,500.00,350.00,false,replacement
2686,567,1543,,received,,Cabin Filter,1,450.00,450.00,315.00,false,replacement
2687,567,1543,,received,,Fuel Filter,1,650.00,650.00,455.00,false,replacement
2688,568,1545,,received,,Valve Cover Gasket,1,600.00,600.00,420.00,false,replacement
2689,568,1545,,received,,Crankshaft Oil Seal,1,1300.00,1300.00,910.00,false,replacement
2690,568,1545,,received,,RTV Silicone Gasket Maker,1,300.00,300.00,210.00,false,standard
2691,568,1545,,received,,Drive / Fan Belt,1,1450.00,1450.00,1015.00,false,replacement
2692,568,1545,,received,,Engine Oil,5,450.00,2250.00,315.00,false,standard
2693,568,1545,,received,,Oil Filter,1,650.00,650.00,455.00,true,original
2694,569,1548,,received,,Brake Cleaner,1,300.00,300.00,210.00,false,standard
2695,569,1548,,received,,Brake Fluid,1,350.00,350.00,245.00,false,standard
2696,569,1548,,received,,Brake Pads,1,1550.00,1550.00,1085.00,false,replacement
2697,569,1548,,received,,Wheel Cylinder,1,850.00,850.00,595.00,false,replacement
2698,570,1549,,received,,Clutch Disc,1,2600.00,2600.00,1820.00,false,replacement
2699,570,1549,,received,,Release Bearing,1,1050.00,1050.00,735.00,false,replacement
2700,570,1549,,received,,RTV Silicone Gasket Maker,1,200.00,200.00,140.00,false,standard
2701,570,1549,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2702,571,1551,,received,,Oil Filter,1,400.00,400.00,280.00,false,replacement
2703,571,1551,,received,,Air Filter,1,600.00,600.00,420.00,false,replacement
2704,571,1551,,received,,Fuel Filter,1,500.00,500.00,350.00,false,replacement
2705,572,1553,,received,,Brake Cleaner,2,200.00,400.00,140.00,false,standard
2706,572,1553,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2707,572,1553,,received,,Brake Pads,1,1550.00,1550.00,1085.00,false,replacement
2708,572,1553,,received,,Brake Shoe,1,1250.00,1250.00,875.00,false,replacement
2709,572,1553,,received,,Wheel Cylinder,2,950.00,1900.00,665.00,false,replacement
2710,573,1555,,received,,Engine Oil,7,450.00,3150.00,315.00,false,standard
2711,573,1555,,received,,Oil Filter,1,900.00,900.00,630.00,true,original
2712,573,1555,,received,,Air Filter,1,2250.00,2250.00,1575.00,true,original
2713,573,1555,,received,,Cabin Filter,1,1250.00,1250.00,875.00,true,original
2714,573,1555,,received,,Fuel Filter,1,750.00,750.00,525.00,false,replacement
2715,574,1557,,received,,Engine Oil,4,400.00,1600.00,280.00,false,standard
2716,574,1557,,received,,Oil Filter,1,300.00,300.00,210.00,false,replacement
2717,574,1557,,received,,Air Filter,1,500.00,500.00,350.00,false,replacement
2718,574,1557,,received,,Fuel Filter,1,650.00,650.00,455.00,false,replacement
2719,575,1559,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2720,575,1559,,received,,Brake Pads,2,1600.00,3200.00,1120.00,false,replacement
2721,575,1559,,received,,Wheel Cylinder,1,750.00,750.00,525.00,false,replacement
2722,576,1562,,received,,Brake Cleaner,2,200.00,400.00,140.00,false,standard
2723,576,1562,,received,,Brake Fluid,1,250.00,250.00,175.00,false,standard
2724,576,1562,,received,,Wheel Cylinder,2,950.00,1900.00,665.00,false,replacement
2725,577,1564,,received,,Valve Cover Gasket,1,600.00,600.00,420.00,false,replacement
2726,577,1564,,received,,Crankshaft Oil Seal,1,1550.00,1550.00,1085.00,false,replacement
2727,577,1564,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2728,577,1564,,received,,Drive / Fan Belt,1,1950.00,1950.00,1365.00,false,replacement
2729,577,1564,,received,,Engine Oil,4,500.00,2000.00,350.00,false,standard
2730,577,1564,,received,,Oil Filter,1,300.00,300.00,210.00,false,replacement
2731,578,1565,,received,,Clutch Disc,1,5000.00,5000.00,3500.00,true,original
2732,578,1565,,received,,Pressure Plate,1,4900.00,4900.00,3430.00,true,original
2733,578,1565,,received,,Release Bearing,1,2050.00,2050.00,1435.00,true,original
2734,578,1565,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2735,579,1569,,received,,Engine Oil,5,450.00,2250.00,315.00,false,standard
2736,579,1569,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2737,579,1569,,received,,Air Filter,1,800.00,800.00,560.00,false,replacement
2738,579,1569,,received,,Fuel Filter,1,650.00,650.00,455.00,false,replacement
2739,580,1571,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2740,580,1571,,received,,Brake Pads,1,1450.00,1450.00,1015.00,false,replacement
2741,580,1571,,received,,Brake Shoe,1,1100.00,1100.00,770.00,false,replacement
2742,580,1571,,received,,Wheel Cylinder,1,950.00,950.00,665.00,false,replacement
2743,581,1574,,received,,Suspension Bushing,4,1200.00,4800.00,840.00,true,original
2744,581,1574,,received,,Tie Rod End,2,2400.00,4800.00,1680.00,true,original
2745,581,1574,,received,,Stabilizer Link,2,2100.00,4200.00,1470.00,true,original
2746,581,1574,,received,,Shock Absorber,2,4600.00,9200.00,3220.00,true,original
2747,581,1574,,received,,Shock Mounting,2,2600.00,5200.00,1820.00,true,original
2748,582,1576,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2749,582,1576,,received,,Cabin Filter,1,1350.00,1350.00,945.00,true,original
2750,582,1576,,received,,Fuel Filter,1,2150.00,2150.00,1505.00,true,original
2751,583,1578,,received,,Clutch Disc,1,5450.00,5450.00,3815.00,true,original
2752,583,1578,,received,,Pressure Plate,1,4950.00,4950.00,3465.00,true,original
2753,583,1578,,received,,Release Bearing,1,1800.00,1800.00,1260.00,true,original
2754,583,1578,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2755,583,1578,,received,,Brake Cleaner,1,200.00,200.00,140.00,false,standard
2756,584,1579,,received,,Clutch Disc,1,2950.00,2950.00,2065.00,false,replacement
2757,584,1579,,received,,Pressure Plate,1,3500.00,3500.00,2450.00,false,replacement
2758,584,1579,,received,,Release Bearing,1,950.00,950.00,665.00,false,replacement
2759,584,1579,,received,,RTV Silicone Gasket Maker,1,200.00,200.00,140.00,false,standard
2760,584,1579,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2761,585,1581,,received,,Brake Fluid,1,250.00,250.00,175.00,false,standard
2762,585,1581,,received,,Brake Pads,1,1850.00,1850.00,1295.00,false,replacement
2763,585,1581,,received,,Brake Shoe,1,1150.00,1150.00,805.00,false,replacement
2764,585,1581,,received,,Wheel Cylinder,1,1450.00,1450.00,1015.00,true,original
2765,586,1584,,received,,Engine Oil,3,500.00,1500.00,350.00,false,standard
2766,586,1584,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2767,586,1584,,received,,Air Filter,1,750.00,750.00,525.00,false,replacement
2768,586,1584,,received,,Cabin Filter,1,500.00,500.00,350.00,false,replacement
2769,586,1584,,received,,Fuel Filter,1,650.00,650.00,455.00,false,replacement
2770,587,1588,,received,,Suspension Bushing,4,1200.00,4800.00,840.00,true,original
2771,587,1588,,received,,Tie Rod End,2,1800.00,3600.00,1260.00,true,original
2772,587,1588,,received,,Stabilizer Link,2,2000.00,4000.00,1400.00,true,original
2773,587,1588,,received,,Shock Absorber,2,4550.00,9100.00,3185.00,true,original
2774,587,1588,,received,,Shock Mounting,2,2000.00,4000.00,1400.00,true,original
2775,588,1590,,received,,Engine Oil,4,400.00,1600.00,280.00,false,standard
2776,588,1590,,received,,Oil Filter,1,300.00,300.00,210.00,false,replacement
2777,588,1590,,received,,Air Filter,1,600.00,600.00,420.00,false,replacement
2778,588,1590,,received,,Cabin Filter,1,450.00,450.00,315.00,false,replacement
2779,588,1590,,received,,Fuel Filter,1,600.00,600.00,420.00,false,replacement
2780,589,1593,,received,,Engine Oil,5,500.00,2500.00,350.00,false,standard
2781,589,1593,,received,,Oil Filter,1,450.00,450.00,315.00,false,replacement
2782,589,1593,,received,,Air Filter,1,650.00,650.00,455.00,false,replacement
2783,589,1593,,received,,Cabin Filter,1,500.00,500.00,350.00,false,replacement
2784,589,1593,,received,,Fuel Filter,1,1700.00,1700.00,1190.00,true,original
2785,590,1597,,received,,Engine Oil,3,450.00,1350.00,315.00,false,standard
2786,590,1597,,received,,Oil Filter,1,400.00,400.00,280.00,false,replacement
2787,590,1597,,received,,Air Filter,1,2000.00,2000.00,1400.00,true,original
2788,590,1597,,received,,Fuel Filter,1,650.00,650.00,455.00,false,replacement
2789,591,1599,,received,,Clutch Disc,1,3100.00,3100.00,2170.00,false,replacement
2790,591,1599,,received,,Pressure Plate,1,5100.00,5100.00,3570.00,true,original
2791,591,1599,,received,,Release Bearing,1,1900.00,1900.00,1330.00,true,original
2792,591,1599,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2793,591,1599,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2794,592,1600,,received,,Clutch Disc,1,2600.00,2600.00,1820.00,false,replacement
2795,592,1600,,received,,Pressure Plate,1,4000.00,4000.00,2800.00,false,replacement
2796,592,1600,,received,,Release Bearing,1,850.00,850.00,595.00,false,replacement
2797,592,1600,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
2798,592,1600,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2799,593,1603,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2800,593,1603,,received,,Brake Pads,1,3350.00,3350.00,2345.00,true,original
2801,593,1603,,received,,Brake Shoe,1,2900.00,2900.00,2030.00,true,original
2802,593,1603,,received,,Wheel Cylinder,2,1700.00,3400.00,1190.00,true,original
2803,594,1608,,received,,Engine Oil,4,500.00,2000.00,350.00,false,standard
2804,594,1608,,received,,Oil Filter,1,750.00,750.00,525.00,true,original
2805,594,1608,,received,,Air Filter,1,2200.00,2200.00,1540.00,true,original
2806,594,1608,,received,,Cabin Filter,1,550.00,550.00,385.00,false,replacement
2807,594,1608,,received,,Fuel Filter,1,1850.00,1850.00,1295.00,true,original
2808,595,1610,,received,,Brake Cleaner,2,250.00,500.00,175.00,false,standard
2809,595,1610,,received,,Brake Fluid,1,350.00,350.00,245.00,false,standard
2810,595,1610,,received,,Brake Pads,2,1650.00,3300.00,1155.00,false,replacement
2811,595,1610,,received,,Wheel Cylinder,2,1650.00,3300.00,1155.00,true,original
2812,596,1614,,received,,Suspension Bushing,2,600.00,1200.00,420.00,false,replacement
2813,596,1614,,received,,Tie Rod End,2,1100.00,2200.00,770.00,false,replacement
2814,596,1614,,received,,Stabilizer Link,2,1050.00,2100.00,735.00,false,replacement
2815,596,1614,,received,,Shock Absorber,2,1900.00,3800.00,1330.00,false,replacement
2816,597,1617,,received,,Suspension Bushing,3,800.00,2400.00,560.00,false,replacement
2817,597,1617,,received,,Tie Rod End,2,1050.00,2100.00,735.00,false,replacement
2818,597,1617,,received,,Stabilizer Link,2,1200.00,2400.00,840.00,false,replacement
2819,597,1617,,received,,Shock Absorber,2,2550.00,5100.00,1785.00,false,replacement
2820,597,1617,,received,,Shock Mounting,2,1200.00,2400.00,840.00,false,replacement
2821,598,1620,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2822,598,1620,,received,,Brake Pads,1,1600.00,1600.00,1120.00,false,replacement
2823,598,1620,,received,,Brake Shoe,1,2350.00,2350.00,1645.00,true,original
2824,598,1620,,received,,Wheel Cylinder,2,1500.00,3000.00,1050.00,true,original
2825,599,1623,,received,,Suspension Bushing,4,1350.00,5400.00,945.00,true,original
2826,599,1623,,received,,Tie Rod End,2,2300.00,4600.00,1610.00,true,original
2827,599,1623,,received,,Stabilizer Link,2,2200.00,4400.00,1540.00,true,original
2828,599,1623,,received,,Shock Absorber,2,2000.00,4000.00,1400.00,false,replacement
2829,599,1623,,received,,Shock Mounting,2,2250.00,4500.00,1575.00,true,original
2830,600,1626,,received,,Suspension Bushing,4,750.00,3000.00,525.00,false,replacement
2831,600,1626,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
2832,600,1626,,received,,Stabilizer Link,2,1400.00,2800.00,980.00,false,replacement
2833,600,1626,,received,,Shock Absorber,2,1800.00,3600.00,1260.00,false,replacement
2834,600,1626,,received,,Shock Mounting,2,1000.00,2000.00,700.00,false,replacement
2835,601,1630,,received,,Suspension Bushing,3,600.00,1800.00,420.00,false,replacement
2836,601,1630,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
2837,601,1630,,received,,Stabilizer Link,2,1000.00,2000.00,700.00,false,replacement
2838,601,1630,,received,,Shock Absorber,2,2550.00,5100.00,1785.00,false,replacement
2839,601,1630,,received,,Shock Mounting,2,2150.00,4300.00,1505.00,true,original
2840,602,1631,,received,,Overhauling Gasket Set,1,4500.00,4500.00,3150.00,false,replacement
2841,602,1631,,received,,Valve Cover Gasket,1,450.00,450.00,315.00,false,replacement
2842,602,1631,,received,,Spark Plug,4,350.00,1400.00,245.00,false,replacement
2843,602,1631,,received,,Engine Coolant,2,350.00,700.00,245.00,false,standard
2844,602,1631,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
2845,602,1631,,received,,RTV Silicone Gasket Maker,2,250.00,500.00,175.00,false,standard
2846,603,1632,,received,,Clutch Disc,1,6000.00,6000.00,4200.00,true,original
2847,603,1632,,received,,Pressure Plate,1,4650.00,4650.00,3255.00,true,original
2848,603,1632,,received,,Release Bearing,1,1800.00,1800.00,1260.00,true,original
2849,603,1632,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2850,604,1635,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2851,604,1635,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2852,604,1635,,received,,Brake Pads,2,3550.00,7100.00,2485.00,true,original
2853,604,1635,,received,,Brake Shoe,1,2550.00,2550.00,1785.00,true,original
2854,604,1635,,received,,Wheel Cylinder,1,1800.00,1800.00,1260.00,true,original
2855,605,1636,,received,,Clutch Disc,1,2750.00,2750.00,1925.00,false,replacement
2856,605,1636,,received,,Pressure Plate,1,3400.00,3400.00,2380.00,false,replacement
2857,605,1636,,received,,Release Bearing,1,900.00,900.00,630.00,false,replacement
2858,605,1636,,received,,RTV Silicone Gasket Maker,1,200.00,200.00,140.00,false,standard
2859,605,1636,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2860,606,1638,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
2861,606,1638,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
2862,606,1638,,received,,Brake Pads,1,1800.00,1800.00,1260.00,false,replacement
2863,606,1638,,received,,Brake Shoe,1,1250.00,1250.00,875.00,false,replacement
2864,606,1638,,received,,Wheel Cylinder,1,1100.00,1100.00,770.00,false,replacement
2865,607,1642,,received,,Tie Rod End,2,1000.00,2000.00,700.00,false,replacement
2866,607,1642,,received,,Stabilizer Link,2,1250.00,2500.00,875.00,false,replacement
2867,607,1642,,received,,Shock Mounting,2,2100.00,4200.00,1470.00,true,original
2868,608,1644,,received,,Brake Cleaner,2,250.00,500.00,175.00,false,standard
2869,608,1644,,received,,Brake Fluid,1,350.00,350.00,245.00,false,standard
2870,608,1644,,received,,Brake Pads,2,3000.00,6000.00,2100.00,true,original
2871,608,1644,,received,,Brake Shoe,1,2850.00,2850.00,1995.00,true,original
2872,608,1644,,received,,Wheel Cylinder,2,1500.00,3000.00,1050.00,true,original
