id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
1316,472,2,Change ATF / Transmission Fluid,00:45:00,00:39:00,0.75,0.65,650,650
1317,473,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:04:12,3.00,3.07,3050,3050
1318,473,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:12,0.50,0.57,650,650
1319,474,1,Change Oil,00:45:00,00:48:00,0.75,0.80,750,750
1320,474,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:12,0.50,0.47,550,550
1321,475,13,Brake Service & Cleaning,01:15:00,01:13:12,1.25,1.22,700,700
1322,475,15,Replace Brake Shoes,01:00:00,00:53:24,1.00,0.89,850,850
1323,476,13,Brake Service & Cleaning,01:15:00,01:15:36,1.25,1.26,750,750
1324,476,15,Replace Brake Shoes,01:00:00,00:55:12,1.00,0.92,900,900
1325,476,18,Wheel Alignment,01:00:00,00:59:24,1.00,0.99,950,950
1326,477,1,Change Oil,00:45:00,00:38:24,0.75,0.64,500,500
1327,477,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:00,0.50,0.45,450,450
1328,478,13,Brake Service & Cleaning,01:15:00,01:28:12,1.25,1.47,1150,1150
1329,478,15,Replace Brake Shoes,01:00:00,00:56:24,1.00,0.94,900,900
1330,479,22,Replace Suspension Bushing,02:30:00,02:38:24,2.50,2.64,1250,1250
1331,479,23,Replace Tie Rod End,01:00:00,01:02:24,1.00,1.04,750,750
1332,479,18,Wheel Alignment,01:00:00,01:03:00,1.00,1.05,1250,1250
1333,479,21,Replace Shock Absorbers,02:00:00,01:45:36,2.00,1.76,1550,1550
1334,480,1,Change Oil,00:45:00,00:55:48,0.75,0.93,700,700
1335,480,58,General Mechanical Inspection & Check-Up,00:30:00,00:26:24,0.50,0.44,600,600
1336,481,1,Change Oil,00:45:00,00:40:12,0.75,0.67,650,650
1337,481,58,General Mechanical Inspection & Check-Up,00:30:00,00:25:48,0.50,0.43,500,500
1338,482,1,Change Oil,00:45:00,00:40:12,0.75,0.67,600,600
1339,482,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:12,0.50,0.47,450,450
1340,483,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:05:24,3.00,3.09,2900,2900
1341,484,1,Change Oil,00:45:00,00:40:12,0.75,0.67,650,650
1342,484,58,General Mechanical Inspection & Check-Up,00:30:00,00:36:00,0.50,0.60,500,500
1343,484,18,Wheel Alignment,01:00:00,01:03:36,1.00,1.06,1400,1400
1344,485,22,Replace Suspension Bushing,02:30:00,02:54:36,2.50,2.91,1450,1450
1345,485,23,Replace Tie Rod End,01:00:00,01:00:00,1.00,1.00,750,750
1346,485,18,Wheel Alignment,01:00:00,00:51:36,1.00,0.86,1100,1100
1347,485,21,Replace Shock Absorbers,02:00:00,01:56:24,2.00,1.94,1550,1550
1348,486,13,Brake Service & Cleaning,01:15:00,01:33:36,1.25,1.56,900,900
1349,486,15,Replace Brake Shoes,01:00:00,01:13:12,1.00,1.22,850,850
1350,487,1,Change Oil,00:45:00,00:52:48,0.75,0.88,600,600
1351,487,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:12,0.50,0.52,550,550
1352,488,1,Change Oil,00:45:00,00:42:00,0.75,0.70,650,650
1353,488,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,550,550
1354,489,22,Replace Suspension Bushing,02:30:00,02:34:48,2.50,2.58,1450,1450
1355,489,25,Replace Tie Rod & Rack End,01:30:00,01:42:36,1.50,1.71,1450,1450
1356,489,18,Wheel Alignment,01:00:00,01:11:24,1.00,1.19,1000,1000
1357,490,37,Air Conditioning Cleaning & Freon Charge,03:00:00,02:34:48,3.00,2.58,2650,2650
1358,490,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:36,0.50,0.46,600,600
1359,491,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:31:48,3.00,3.53,2600,2600
1360,491,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:12,0.50,0.57,600,600
1361,492,1,Change Oil,00:45:00,00:48:36,0.75,0.81,650,650
1362,492,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:48,0.50,0.53,550,550
1363,492,18,Wheel Alignment,01:00:00,00:54:36,1.00,0.91,1100,1100
1364,493,1,Change Oil,00:45:00,00:42:36,0.75,0.71,600,600
1365,493,58,General Mechanical Inspection & Check-Up,00:30:00,00:37:12,0.50,0.62,550,550
1366,493,18,Wheel Alignment,01:00:00,01:02:24,1.00,1.04,1150,1150
1367,494,1,Change Oil,00:45:00,00:50:24,0.75,0.84,750,750
1368,494,58,General Mechanical Inspection & Check-Up,00:30:00,00:29:24,0.50,0.49,600,600
1369,494,18,Wheel Alignment,01:00:00,00:53:24,1.00,0.89,800,800
1370,495,13,Brake Service & Cleaning,01:15:00,01:20:24,1.25,1.34,550,550
1371,495,14,Replace Brake Pads,01:00:00,01:00:00,1.00,1.00,900,900
1372,495,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:57:00,2.00,1.95,2800,2800
1373,496,1,Change Oil,00:45:00,00:53:24,0.75,0.89,800,800
1374,496,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:48,0.50,0.48,500,500
1375,496,4,Replace Air Filter,00:15:00,00:16:12,0.25,0.27,550,550
1376,496,5,Replace Cabin Filter,00:15:00,00:15:36,0.25,0.26,200,200
1377,497,13,Brake Service & Cleaning,01:15:00,01:23:24,1.25,1.39,1250,1250
1378,497,15,Replace Brake Shoes,01:00:00,01:00:00,1.00,1.00,750,750
1379,498,1,Change Oil,00:45:00,00:42:36,0.75,0.71,650,650
1380,498,58,General Mechanical Inspection & Check-Up,00:30:00,00:37:12,0.50,0.62,750,750
1381,498,18,Wheel Alignment,01:00:00,01:04:48,1.00,1.08,1300,1300
1382,499,1,Change Oil,00:45:00,00:45:00,0.75,0.75,800,800
1383,499,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:00,0.50,0.45,700,700
1384,500,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:09:00,3.00,3.15,2850,2850
1385,501,22,Replace Suspension Bushing,02:30:00,02:21:00,2.50,2.35,1850,1850
1386,501,23,Replace Tie Rod End,01:00:00,00:51:36,1.00,0.86,800,800
1387,501,18,Wheel Alignment,01:00:00,01:12:00,1.00,1.20,1100,1100
1388,501,21,Replace Shock Absorbers,02:00:00,02:28:48,2.00,2.48,1700,1700
1389,502,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:06:36,3.00,3.11,1600,1600
1390,503,1,Change Oil,00:45:00,00:47:24,0.75,0.79,550,550
1391,503,58,General Mechanical Inspection & Check-Up,00:30:00,00:25:48,0.50,0.43,500,500
1392,504,53,Top Overhaul,14:00:00,16:51:36,14.00,16.86,11800,11800
1393,505,13,Brake Service & Cleaning,01:15:00,01:12:36,1.25,1.21,950,950
1394,505,14,Replace Brake Pads,01:00:00,00:51:00,1.00,0.85,600,600
1395,506,22,Replace Suspension Bushing,02:30:00,02:39:36,2.50,2.66,1050,1050
1396,506,25,Replace Tie Rod & Rack End,01:30:00,01:48:00,1.50,1.80,1100,1100
1397,506,18,Wheel Alignment,01:00:00,01:13:12,1.00,1.22,950,950
1398,507,13,Brake Service & Cleaning,01:15:00,01:13:12,1.25,1.22,1200,1200
1399,507,15,Replace Brake Shoes,01:00:00,00:55:48,1.00,0.93,800,800
1400,507,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:06:00,2.00,2.10,1900,1900
1401,508,36,Down Clutch / Pulldown Transmission,04:30:00,04:22:12,4.50,4.37,3450,3450
1402,509,51,Replace Valve Cover Gasket,01:45:00,01:42:00,1.75,1.70,1000,1000
1403,509,48,Replace Fan Belt / Serpentine Belt,01:00:00,00:53:24,1.00,0.89,600,600
1404,510,51,Replace Valve Cover Gasket,01:45:00,02:11:24,1.75,2.19,1400,1400
1405,510,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:07:12,1.00,1.12,600,600
1406,510,1,Change Oil,00:45:00,00:52:12,0.75,0.87,650,650
1407,511,1,Change Oil,00:45:00,00:55:12,0.75,0.92,750,750
1408,511,58,General Mechanical Inspection & Check-Up,00:30:00,00:30:00,0.50,0.50,600,600
1409,512,36,Down Clutch / Pulldown Transmission,04:30:00,04:15:00,4.50,4.25,3450,3450
1410,512,2,Change ATF / Transmission Fluid,00:45:00,00:40:12,0.75,0.67,750,750
1411,513,13,Brake Service & Cleaning,01:15:00,01:24:36,1.25,1.41,950,950
1412,513,15,Replace Brake Shoes,01:00:00,00:52:48,1.00,0.88,900,900
1413,514,37,Air Conditioning Cleaning & Freon Charge,03:00:00,02:52:48,3.00,2.88,2500,2500
1414,515,22,Replace Suspension Bushing,02:30:00,02:49:48,2.50,2.83,2200,2200
1415,515,23,Replace Tie Rod End,01:00:00,01:09:00,1.00,1.15,1200,1200
1416,515,18,Wheel Alignment,01:00:00,01:07:48,1.00,1.13,900,900
1417,516,22,Replace Suspension Bushing,02:30:00,02:33:36,2.50,2.56,1750,1750
1418,516,25,Replace Tie Rod & Rack End,01:30:00,01:45:00,1.50,1.75,1150,1150
1419,516,18,Wheel Alignment,01:00:00,01:09:36,1.00,1.16,900,900
1420,517,1,Change Oil,00:45:00,00:49:48,0.75,0.83,850,850
1421,517,58,General Mechanical Inspection & Check-Up,00:30:00,00:30:36,0.50,0.51,600,600
1422,518,51,Replace Valve Cover Gasket,01:45:00,01:49:12,1.75,1.82,1600,1600
1423,518,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:09:36,1.00,1.16,1350,1350
1424,519,13,Brake Service & Cleaning,01:15:00,01:14:24,1.25,1.24,750,750
1425,519,15,Replace Brake Shoes,01:00:00,01:15:00,1.00,1.25,600,600
1426,519,18,Wheel Alignment,01:00:00,00:58:48,1.00,0.98,1050,1050
1427,520,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:10:48,3.00,3.18,3700,3700
1428,520,58,General Mechanical Inspection & Check-Up,00:30:00,00:37:12,0.50,0.62,600,600
1429,521,51,Replace Valve Cover Gasket,01:45:00,01:35:24,1.75,1.59,1950,1950
1430,521,48,Replace Fan Belt / Serpentine Belt,01:00:00,00:53:24,1.00,0.89,1000,1000
1431,521,1,Change Oil,00:45:00,00:51:00,0.75,0.85,600,600
1432,522,37,Air Conditioning Cleaning & Freon Charge,03:00:00,02:51:36,3.00,2.86,2300,2300
1433,523,36,Down Clutch / Pulldown Transmission,04:30:00,03:58:12,4.50,3.97,3700,3700
1434,524,37,Air Conditioning Cleaning & Freon Charge,03:00:00,02:33:36,3.00,2.56,2150,2150
1435,525,1,Change Oil,00:45:00,00:40:12,0.75,0.67,550,550
1436,525,58,General Mechanical Inspection & Check-Up,00:30:00,00:37:12,0.50,0.62,450,450
1437,525,18,Wheel Alignment,01:00:00,01:12:36,1.00,1.21,950,950
1438,526,22,Replace Suspension Bushing,02:30:00,02:26:24,2.50,2.44,1950,1950
1439,526,23,Replace Tie Rod End,01:00:00,00:55:48,1.00,0.93,1100,1100
1440,526,18,Wheel Alignment,01:00:00,01:09:00,1.00,1.15,850,850
1441,527,22,Replace Suspension Bushing,02:30:00,02:25:48,2.50,2.43,1450,1450
1442,527,23,Replace Tie Rod End,01:00:00,01:06:00,1.00,1.10,1100,1100
1443,527,18,Wheel Alignment,01:00:00,01:00:00,1.00,1.00,1250,1250
1444,527,21,Replace Shock Absorbers,02:00:00,02:16:12,2.00,2.27,1450,1450
1445,528,36,Down Clutch / Pulldown Transmission,04:30:00,04:22:48,4.50,4.38,3150,3150
1446,528,2,Change ATF / Transmission Fluid,00:45:00,00:54:36,0.75,0.91,800,800
1447,529,1,Change Oil,00:45:00,00:51:00,0.75,0.85,650,650
1448,529,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:36,0.50,0.46,700,700
1449,530,1,Change Oil,00:45:00,00:53:24,0.75,0.89,800,800
1450,530,58,General Mechanical Inspection & Check-Up,00:30:00,00:26:24,0.50,0.44,450,450
1451,531,51,Replace Valve Cover Gasket,01:45:00,01:50:24,1.75,1.84,1700,1700
1452,531,48,Replace Fan Belt / Serpentine Belt,01:00:00,00:54:36,1.00,0.91,1100,1100
1453,532,22,Replace Suspension Bushing,02:30:00,02:25:12,2.50,2.42,2300,2300
1454,532,23,Replace Tie Rod End,01:00:00,01:00:00,1.00,1.00,1050,1050
1455,532,18,Wheel Alignment,01:00:00,01:10:48,1.00,1.18,950,950
1456,532,21,Replace Shock Absorbers,02:00:00,01:49:12,2.00,1.82,1050,1050
1457,533,36,Down Clutch / Pulldown Transmission,04:30:00,04:11:24,4.50,4.19,3650,3650
1458,533,2,Change ATF / Transmission Fluid,00:45:00,00:51:00,0.75,0.85,750,750
1459,534,1,Change Oil,00:45:00,00:41:24,0.75,0.69,850,850
1460,534,58,General Mechanical Inspection & Check-Up,00:30:00,00:30:00,0.50,0.50,600,600
1461,534,3,Replace Fuel Filter,00:45:00,00:54:00,0.75,0.90,550,550
1462,534,5,Replace Cabin Filter,00:15:00,00:16:12,0.25,0.27,200,200
1463,535,1,Change Oil,00:45:00,00:39:00,0.75,0.65,750,750
1464,535,58,General Mechanical Inspection & Check-Up,00:30:00,00:30:00,0.50,0.50,700,700
1465,535,3,Replace Fuel Filter,00:45:00,00:51:36,0.75,0.86,2200,2200
1466,536,22,Replace Suspension Bushing,02:30:00,02:10:12,2.50,2.17,1600,1600
1467,536,23,Replace Tie Rod End,01:00:00,00:58:12,1.00,0.97,1300,1300
1468,536,18,Wheel Alignment,01:00:00,01:09:00,1.00,1.15,1000,1000
1469,536,21,Replace Shock Absorbers,02:00:00,02:28:12,2.00,2.47,1100,1100
1470,537,53,Top Overhaul,14:00:00,15:36:36,14.00,15.61,11800,11800
1471,538,36,Down Clutch / Pulldown Transmission,04:30:00,04:24:00,4.50,4.40,4500,4500
1472,538,2,Change ATF / Transmission Fluid,00:45:00,00:45:36,0.75,0.76,650,650
1473,539,22,Replace Suspension Bushing,02:30:00,02:25:12,2.50,2.42,2150,2150
1474,539,25,Replace Tie Rod & Rack End,01:30:00,01:43:48,1.50,1.73,1000,1000
1475,539,18,Wheel Alignment,01:00:00,01:10:12,1.00,1.17,1150,1150
1476,540,13,Brake Service & Cleaning,01:15:00,01:24:36,1.25,1.41,1050,1050
1477,540,15,Replace Brake Shoes,01:00:00,00:55:12,1.00,0.92,750,750
1478,541,1,Change Oil,00:45:00,00:51:00,0.75,0.85,850,850
1479,541,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:36,0.50,0.46,550,550
1480,542,1,Change Oil,00:45:00,00:43:12,0.75,0.72,750,750
1481,542,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:00,0.50,0.45,650,650
1482,543,51,Replace Valve Cover Gasket,01:45:00,01:31:12,1.75,1.52,1450,1450
1483,543,48,Replace Fan Belt / Serpentine Belt,01:00:00,00:54:36,1.00,0.91,1050,1050
1484,544,13,Brake Service & Cleaning,01:15:00,01:09:36,1.25,1.16,1150,1150
1485,544,15,Replace Brake Shoes,01:00:00,00:58:12,1.00,0.97,950,950
1486,545,22,Replace Suspension Bushing,02:30:00,02:08:24,2.50,2.14,1800,1800
1487,545,23,Replace Tie Rod End,01:00:00,01:12:36,1.00,1.21,1200,1200
1488,545,18,Wheel Alignment,01:00:00,01:15:00,1.00,1.25,1200,1200
1489,546,22,Replace Suspension Bushing,02:30:00,03:01:48,2.50,3.03,2100,2100
1490,546,23,Replace Tie Rod End,01:00:00,01:10:48,1.00,1.18,900,900
1491,546,18,Wheel Alignment,01:00:00,00:54:36,1.00,0.91,1100,1100
1492,547,13,Brake Service & Cleaning,01:15:00,01:10:48,1.25,1.18,900,900
1493,547,15,Replace Brake Shoes,01:00:00,01:07:12,1.00,1.12,800,800
1494,548,1,Change Oil,00:45:00,00:45:00,0.75,0.75,650,650
1495,548,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:48,0.50,0.53,400,400
1496,548,3,Replace Fuel Filter,00:45:00,00:46:12,0.75,0.77,550,550
1497,548,4,Replace Air Filter,00:15:00,00:17:24,0.25,0.29,550,550
1498,548,5,Replace Cabin Filter,00:15:00,00:15:00,0.25,0.25,200,200
1499,549,13,Brake Service & Cleaning,01:15:00,01:05:24,1.25,1.09,1000,1000
1500,549,15,Replace Brake Shoes,01:00:00,01:08:24,1.00,1.14,700,700
1501,550,22,Replace Suspension Bushing,02:30:00,02:21:00,2.50,2.35,1600,1600
1502,550,23,Replace Tie Rod End,01:00:00,01:05:24,1.00,1.09,1050,1050
1503,550,18,Wheel Alignment,01:00:00,01:04:12,1.00,1.07,850,850
1504,550,21,Replace Shock Absorbers,02:00:00,02:13:12,2.00,2.22,1450,1450
1505,551,22,Replace Suspension Bushing,02:30:00,02:32:24,2.50,2.54,1600,1600
1506,551,23,Replace Tie Rod End,01:00:00,01:12:00,1.00,1.20,1300,1300
1507,551,18,Wheel Alignment,01:00:00,01:07:48,1.00,1.13,1300,1300
1508,552,36,Down Clutch / Pulldown Transmission,04:30:00,04:28:48,4.50,4.48,4750,4750
1509,553,1,Change Oil,00:45:00,00:50:24,0.75,0.84,550,550
1510,553,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:36,0.50,0.46,500,500
1511,554,36,Down Clutch / Pulldown Transmission,04:30:00,04:35:24,4.50,4.59,4100,4100
1512,555,22,Replace Suspension Bushing,02:30:00,02:18:36,2.50,2.31,2050,2050
1513,555,23,Replace Tie Rod End,01:00:00,00:56:24,1.00,0.94,1000,1000
1514,555,18,Wheel Alignment,01:00:00,00:55:48,1.00,0.93,800,800
1515,556,1,Change Oil,00:45:00,00:42:36,0.75,0.71,750,750
1516,556,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:12,0.50,0.47,600,600
1517,556,18,Wheel Alignment,01:00:00,01:03:00,1.00,1.05,1200,1200
1518,557,1,Change Oil,00:45:00,00:40:12,0.75,0.67,550,550
1519,557,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:12,0.50,0.57,600,600
1520,558,1,Change Oil,00:45:00,00:51:00,0.75,0.85,600,600
1521,558,58,General Mechanical Inspection & Check-Up,00:30:00,00:26:24,0.50,0.44,550,550
1522,559,13,Brake Service & Cleaning,01:15:00,01:26:24,1.25,1.44,700,700
1523,559,15,Replace Brake Shoes,01:00:00,00:55:48,1.00,0.93,1050,1050
1524,559,18,Wheel Alignment,01:00:00,00:58:12,1.00,0.97,800,800
1525,560,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:26:24,3.00,3.44,2600,2600
1526,561,13,Brake Service & Cleaning,01:15:00,01:28:12,1.25,1.47,900,900
1527,561,15,Replace Brake Shoes,01:00:00,00:55:48,1.00,0.93,800,800
1528,562,13,Brake Service & Cleaning,01:15:00,01:17:24,1.25,1.29,650,650
1529,562,15,Replace Brake Shoes,01:00:00,00:56:24,1.00,0.94,750,750
1530,563,53,Top Overhaul,14:00:00,16:19:48,14.00,16.33,13800,13800
1531,563,12,Replace Spark Plugs,00:30:00,00:33:00,0.50,0.55,300,300
1532,564,36,Down Clutch / Pulldown Transmission,04:30:00,04:25:12,4.50,4.42,3000,3000
1533,565,1,Change Oil,00:45:00,00:44:24,0.75,0.74,500,500
1534,565,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:48,0.50,0.48,550,550
1535,565,3,Replace Fuel Filter,00:45:00,00:52:12,0.75,0.87,550,550
1536,565,5,Replace Cabin Filter,00:15:00,00:13:12,0.25,0.22,200,200
1537,566,53,Top Overhaul,14:00:00,12:48:36,14.00,12.81,18850,18850
1538,566,12,Replace Spark Plugs,00:30:00,00:26:24,0.50,0.44,250,250
1539,567,1,Change Oil,00:45:00,00:46:12,0.75,0.77,600,600
1540,567,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:36,0.50,0.56,400,400
1541,567,3,Replace Fuel Filter,00:45:00,00:47:24,0.75,0.79,550,550
1542,567,4,Replace Air Filter,00:15:00,00:14:24,0.25,0.24,550,550
1543,567,5,Replace Cabin Filter,00:15:00,00:15:00,0.25,0.25,200,200
1544,568,51,Replace Valve Cover Gasket,01:45:00,01:48:00,1.75,1.80,1350,1350
1545,568,48,Replace Fan Belt / Serpentine Belt,01:00:00,00:54:36,1.00,0.91,900,900
1546,569,13,Brake Service & Cleaning,01:15:00,01:29:24,1.25,1.49,1150,1150
1547,569,14,Replace Brake Pads,01:00:00,01:13:48,1.00,1.23,1000,1000
1548,569,18,Wheel Alignment,01:00:00,01:01:12,1.00,1.02,1250,1250
1549,570,36,Down Clutch / Pulldown Transmission,04:30:00,04:50:24,4.50,4.84,3050,3050
1550,571,1,Change Oil,00:45:00,00:40:12,0.75,0.67,650,650
1551,571,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:36,0.50,0.56,550,550
1552,572,13,Brake Service & Cleaning,01:15:00,01:09:00,1.25,1.15,1000,1000
1553,572,15,Replace Brake Shoes,01:00:00,01:06:00,1.00,1.10,1000,1000
1554,573,1,Change Oil,00:45:00,00:51:36,0.75,0.86,650,650
1555,573,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:36,0.50,0.56,650,650
1556,574,1,Change Oil,00:45:00,00:42:36,0.75,0.71,700,700
1557,574,58,General Mechanical Inspection & Check-Up,00:30:00,00:29:24,0.50,0.49,600,600
1558,575,13,Brake Service & Cleaning,01:15:00,01:24:36,1.25,1.41,850,850
1559,575,14,Replace Brake Pads,01:00:00,01:06:36,1.00,1.11,1050,1050
1560,576,13,Brake Service & Cleaning,01:15:00,01:09:00,1.25,1.15,600,600
1561,576,14,Replace Brake Pads,01:00:00,01:05:24,1.00,1.09,700,700
1562,576,18,Wheel Alignment,01:00:00,01:07:48,1.00,1.13,950,950
1563,577,51,Replace Valve Cover Gasket,01:45:00,02:08:24,1.75,2.14,1450,1450
1564,577,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:01:12,1.00,1.02,1050,1050
1565,578,36,Down Clutch / Pulldown Transmission,04:30:00,04:51:00,4.50,4.85,3750,3750
1566,579,1,Change Oil,00:45:00,00:49:12,0.75,0.82,750,750
1567,579,58,General Mechanical Inspection & Check-Up,00:30:00,00:36:00,0.50,0.60,450,450
1568,579,3,Replace Fuel Filter,00:45:00,00:51:36,0.75,0.86,550,550
1569,579,4,Replace Air Filter,00:15:00,00:14:24,0.25,0.24,550,550
1570,580,13,Brake Service & Cleaning,01:15:00,01:16:12,1.25,1.27,650,650
1571,580,15,Replace Brake Shoes,01:00:00,00:59:24,1.00,0.99,600,600
1572,581,22,Replace Suspension Bushing,02:30:00,02:13:48,2.50,2.23,1350,1350
1573,581,23,Replace Tie Rod End,01:00:00,01:06:36,1.00,1.11,750,750
1574,581,18,Wheel Alignment,01:00:00,00:57:00,1.00,0.95,1300,1300
1575,582,1,Change Oil,00:45:00,00:48:36,0.75,0.81,600,600
1576,582,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:48,0.50,0.53,700,700
1577,583,36,Down Clutch / Pulldown Transmission,04:30:00,04:44:24,4.50,4.74,3100,3100
1578,583,1,Change Oil,00:45:00,00:51:00,0.75,0.85,650,650
1579,584,36,Down Clutch / Pulldown Transmission,04:30:00,05:04:48,4.50,5.08,3900,3900
1580,585,13,Brake Service & Cleaning,01:15:00,01:16:48,1.25,1.28,600,600
1581,585,15,Replace Brake Shoes,01:00:00,01:06:36,1.00,1.11,900,900
1582,586,1,Change Oil,00:45:00,00:42:00,0.75,0.70,850,850
1583,586,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,650,650
1584,586,18,Wheel Alignment,01:00:00,01:04:12,1.00,1.07,1200,1200
1585,587,22,Replace Suspension Bushing,02:30:00,02:45:00,2.50,2.75,1650,1650
1586,587,23,Replace Tie Rod End,01:00:00,00:55:12,1.00,0.92,1050,1050
1587,587,18,Wheel Alignment,01:00:00,01:10:12,1.00,1.17,950,950
1588,587,21,Replace Shock Absorbers,02:00:00,01:52:12,2.00,1.87,1600,1600
1589,588,1,Change Oil,00:45:00,00:48:36,0.75,0.81,700,700
1590,588,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:00,0.50,0.45,500,500
1591,589,1,Change Oil,00:45:00,00:52:12,0.75,0.87,700,700
1592,589,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:48,0.50,0.48,550,550
1593,589,18,Wheel Alignment,01:00:00,00:53:24,1.00,0.89,900,900
1594,590,1,Change Oil,00:45:00,00:46:48,0.75,0.78,800,800
1595,590,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,400,400
1596,590,3,Replace Fuel Filter,00:45:00,00:47:24,0.75,0.79,550,550
1597,590,4,Replace Air Filter,00:15:00,00:16:12,0.25,0.27,550,550
1598,591,36,Down Clutch / Pulldown Transmission,04:30:00,03:53:24,4.50,3.89,4400,4400
1599,591,2,Change ATF / Transmission Fluid,00:45:00,00:43:12,0.75,0.72,650,650
1600,592,36,Down Clutch / Pulldown Transmission,04:30:00,04:13:48,4.50,4.23,4400,4400
1601,593,13,Brake Service & Cleaning,01:15:00,01:07:48,1.25,1.13,750,750
1602,593,15,Replace Brake Shoes,01:00:00,01:04:12,1.00,1.07,650,650
1603,593,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:46:48,2.00,1.78,3850,3850
1604,594,1,Change Oil,00:45:00,00:40:48,0.75,0.68,800,800
1605,594,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:36,0.50,0.56,650,650
1606,594,3,Replace Fuel Filter,00:45:00,00:43:12,0.75,0.72,550,550
1607,594,4,Replace Air Filter,00:15:00,00:15:00,0.25,0.25,550,550
1608,594,5,Replace Cabin Filter,00:15:00,00:16:48,0.25,0.28,200,200
1609,595,13,Brake Service & Cleaning,01:15:00,01:15:36,1.25,1.26,800,800
1610,595,14,Replace Brake Pads,01:00:00,00:58:48,1.00,0.98,700,700
1611,596,22,Replace Suspension Bushing,02:30:00,03:04:12,2.50,3.07,1250,1250
1612,596,23,Replace Tie Rod End,01:00:00,00:59:24,1.00,0.99,1100,1100
1613,596,18,Wheel Alignment,01:00:00,00:55:48,1.00,0.93,800,800
1614,596,21,Replace Shock Absorbers,02:00:00,01:56:24,2.00,1.94,1650,1650
1615,597,22,Replace Suspension Bushing,02:30:00,02:45:36,2.50,2.76,1800,1800
1616,597,23,Replace Tie Rod End,01:00:00,01:11:24,1.00,1.19,1400,1400
1617,597,18,Wheel Alignment,01:00:00,00:54:36,1.00,0.91,1050,1050
1618,598,13,Brake Service & Cleaning,01:15:00,01:04:12,1.25,1.07,1000,1000
1619,598,15,Replace Brake Shoes,01:00:00,01:00:00,1.00,1.00,650,650
1620,598,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:49:48,2.00,1.83,3350,3350
1621,599,22,Replace Suspension Bushing,02:30:00,03:06:36,2.50,3.11,1550,1550
1622,599,23,Replace Tie Rod End,01:00:00,00:52:12,1.00,0.87,1000,1000
1623,599,18,Wheel Alignment,01:00:00,01:14:24,1.00,1.24,850,850
1624,600,22,Replace Suspension Bushing,02:30:00,02:15:36,2.50,2.26,1750,1750
1625,600,23,Replace Tie Rod End,01:00:00,01:01:12,1.00,1.02,1000,1000
1626,600,18,Wheel Alignment,01:00:00,01:07:48,1.00,1.13,800,800
1627,601,22,Replace Suspension Bushing,02:30:00,02:37:12,2.50,2.62,2150,2150
1628,601,23,Replace Tie Rod End,01:00:00,01:10:12,1.00,1.17,950,950
1629,601,18,Wheel Alignment,01:00:00,01:02:24,1.00,1.04,1050,1050
1630,601,21,Replace Shock Absorbers,02:00:00,02:28:48,2.00,2.48,1600,1600
1631,602,53,Top Overhaul,14:00:00,16:34:48,14.00,16.58,17400,17400
1632,603,36,Down Clutch / Pulldown Transmission,04:30:00,05:09:00,4.50,5.15,4250,4250
