service_id,service_name,base_price,base_duration_hours,is_price_fixed,vehicle_type,vehicle_age,mileage,estimated_duration_mins,actual_duration_mins,actual_amount,is_churned,vehicle_type_encoded,predicted_duration_mins
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Crossover,14,202551.1,184.9,279.8,2175.0,1,0,273.24499999999966
2,Brake Service,800.0,1.25,1,Crossover,14,181407.3,77.1,74.2,625.0,0,0,75.32999999999994
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Van,9,143903.4,266.8,482.2,4125.0,1,5,428.48699999999985
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Van,9,129479.3,45.0,47.5,675.0,1,5,47.49700000000001
1,Change Oil,650.0,0.75,1,Sedan,25,350880.1,46.2,43.6,600.0,1,4,45.07499999999999
9,Replace Fuel Filter,550.0,0.75,1,Sedan,25,348303.9,47.0,45.8,575.0,1,4,46.54900000000005
1,Change Oil,650.0,0.75,1,Van,23,313391.7,46.3,42.5,650.0,1,5,44.31400000000001
9,Replace Fuel Filter,550.0,0.75,1,Van,23,302201.8,43.4,48.4,550.0,1,5,47.95200000000002
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Hatchback,22,334084.0,281.1,474.2,3750.0,1,1,465.23500000000007
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Hatchback,22,350404.2,46.6,46.9,650.0,1,1,45.30000000000001
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Van,9,119525.1,180.8,234.3,2450.0,1,5,239.66699999999983
2,Brake Service,800.0,1.25,1,Van,9,136368.5,76.2,85.5,650.0,0,5,82.24500000000002
1,Change Oil,650.0,0.75,1,Van,23,355870.4,45.1,49.1,775.0,1,5,47.85200000000002
9,Replace Fuel Filter,550.0,0.75,1,Van,23,296548.4,46.6,46.7,550.0,1,5,45.93899999999996
2,Brake Service,800.0,1.25,1,Crossover,21,327100.7,75.4,74.3,750.0,1,0,74.81200000000007
2,Brake Service,800.0,1.25,1,Crossover,21,271003.9,76.3,75.9,750.0,1,0,75.20999999999992
2,Brake Service,800.0,1.25,1,Sedan,10,133369.1,78.5,79.2,750.0,0,4,78.54399999999993
2,Brake Service,800.0,1.25,1,Sedan,10,143582.1,73.5,76.2,875.0,1,4,77.55099999999995
4,Wheel Alignment,800.0,1.0,1,Sedan,10,146654.6,57.3,60.0,900.0,1,4,58.87300000000001
1,Change Oil,650.0,0.75,1,Van,20,258178.8,45.2,46.5,500.0,1,5,45.662
9,Replace Fuel Filter,550.0,0.75,1,Van,20,311788.0,43.1,43.9,425.0,1,5,44.544000000000004
2,Brake Service,800.0,1.25,1,Sedan,20,260574.5,72.4,60.7,1150.0,1,4,65.20999999999994
2,Brake Service,800.0,1.25,1,Sedan,20,287828.4,74.5,79.4,875.0,1,4,79.08899999999993
12,Replace Suspension Bushing,1500.0,2.5,0,Hatchback,7,92014.9,155.0,227.8,1200.0,1,1,218.27299999999974
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Hatchback,7,92443.2,90.2,84.9,700.0,0,1,86.59599999999989
4,Wheel Alignment,800.0,1.0,1,Hatchback,7,93720.9,57.2,55.0,1375.0,1,1,56.903999999999996
17,Replace Shock Absorbers,1500.0,2.0,1,Hatchback,7,108767.7,120.4,141.0,1525.0,1,1,135.24
1,Change Oil,650.0,0.75,1,Hatchback,12,144783.7,43.7,41.8,725.0,1,1,42.95600000000004
9,Replace Fuel Filter,550.0,0.75,1,Hatchback,12,169325.8,46.6,47.6,625.0,1,1,46.46100000000001
1,Change Oil,650.0,0.75,1,Hatchback,18,239409.0,43.0,46.8,600.0,1,1,44.26800000000002
9,Replace Fuel Filter,550.0,0.75,1,Hatchback,18,261693.0,44.5,45.0,550.0,1,1,45.32999999999999
1,Change Oil,650.0,0.75,1,Crossover,25,349738.7,44.8,52.3,600.0,1,0,49.77900000000008
9,Replace Fuel Filter,550.0,0.75,1,Crossover,25,393345.2,42.9,54.4,450.0,1,0,50.14999999999999
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Crossover,17,220340.0,188.7,315.7,3275.0,1,0,300.3990000000003
1,Change Oil,650.0,0.75,1,Crossover,25,347412.6,46.6,38.9,650.0,1,0,43.43600000000004
9,Replace Fuel Filter,550.0,0.75,1,Crossover,25,351853.4,43.6,45.5,525.0,1,0,46.249
4,Wheel Alignment,800.0,1.0,1,Crossover,25,359620.3,60.6,50.0,1450.0,1,0,57.25900000000001
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,25,355040.9,149.0,325.1,1625.0,1,4,271.24300000000017
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,25,328773.4,94.3,91.7,675.0,1,4,93.39499999999994
4,Wheel Alignment,800.0,1.0,1,Sedan,25,360307.5,61.9,54.4,1125.0,1,4,56.57099999999994
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,25,303273.3,124.7,116.2,1625.0,1,4,125.41399999999994
2,Brake Service,800.0,1.25,1,Pickup,3,40765.2,75.5,66.6,850.0,0,2,69.2270000000001
2,Brake Service,800.0,1.25,1,Pickup,3,42306.7,78.5,82.3,800.0,0,2,81.02000000000011
1,Change Oil,650.0,0.75,1,Sedan,7,96684.1,43.9,44.6,650.0,0,4,41.37200000000005
9,Replace Fuel Filter,550.0,0.75,1,Sedan,7,98177.3,43.6,45.3,525.0,0,4,44.54400000000006
1,Change Oil,650.0,0.75,1,SUV,6,80680.6,44.5,42.2,575.0,0,3,42.96499999999994
9,Replace Fuel Filter,550.0,0.75,1,SUV,6,77133.1,44.1,49.4,575.0,0,3,47.56700000000001
12,Replace Suspension Bushing,1500.0,2.5,0,Pickup,17,224444.6,145.4,229.2,1550.0,1,2,231.62100000000032
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Pickup,17,218107.1,86.6,83.9,1475.0,1,2,88.30999999999995
4,Wheel Alignment,800.0,1.0,1,Pickup,17,216507.6,59.0,62.5,1100.0,1,2,61.559
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Pickup,21,276966.5,173.1,224.2,3225.0,1,2,243.7800000000004
2,Brake Service,800.0,1.25,1,Pickup,21,277353.4,77.8,70.7,575.0,1,2,72.75999999999993
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Sedan,9,118488.4,177.6,233.9,2950.0,1,4,225.40800000000024
2,Brake Service,800.0,1.25,1,Sedan,9,121430.0,77.5,86.4,650.0,0,4,83.26899999999989
1,Change Oil,650.0,0.75,1,Sedan,6,85652.2,42.9,43.9,675.0,0,4,44.23300000000002
9,Replace Fuel Filter,550.0,0.75,1,Sedan,6,83021.2,45.8,39.4,525.0,0,4,41.390000000000036
4,Wheel Alignment,800.0,1.0,1,Sedan,6,76030.9,60.0,69.2,1050.0,1,4,65.57699999999994
1,Change Oil,650.0,0.75,1,SUV,10,144334.3,45.4,45.9,600.0,0,3,46.104
9,Replace Fuel Filter,550.0,0.75,1,SUV,10,135270.7,45.3,48.5,525.0,0,3,47.60300000000001
4,Wheel Alignment,800.0,1.0,1,SUV,10,147542.7,57.8,59.7,1100.0,1,3,60.46699999999993
1,Change Oil,650.0,0.75,1,Pickup,25,395032.8,44.2,47.5,750.0,1,2,46.26799999999999
9,Replace Fuel Filter,550.0,0.75,1,Pickup,25,391634.1,42.9,44.6,575.0,1,2,45.849
4,Wheel Alignment,800.0,1.0,1,Pickup,25,380765.8,58.4,60.0,700.0,1,2,58.605000000000025
2,Brake Service,800.0,1.25,1,Pickup,20,289299.9,73.9,83.4,600.0,1,2,81.1329999999999
2,Brake Service,800.0,1.25,1,Pickup,20,287135.6,73.2,74.7,825.0,1,2,76.46299999999992
14,Rotor Disc Refacing,3000.0,2.0,1,Pickup,20,311352.2,123.5,115.1,2550.0,1,2,117.28400000000015
1,Change Oil,650.0,0.75,1,SUV,16,214690.0,43.0,44.3,800.0,1,3,44.44200000000005
9,Replace Fuel Filter,550.0,0.75,1,SUV,16,198284.0,46.3,49.8,475.0,1,3,48.53300000000006
2,Brake Service,800.0,1.25,1,SUV,16,244345.7,74.3,73.1,1875.0,1,3,73.52600000000011
2,Brake Service,800.0,1.25,1,Sedan,5,73456.6,72.7,93.0,1300.0,1,4,85.83099999999995
2,Brake Service,800.0,1.25,1,Sedan,5,80773.8,76.2,79.8,725.0,0,4,79.60900000000004
1,Change Oil,650.0,0.75,1,Crossover,14,202640.4,46.9,47.4,650.0,1,0,48.03799999999999
9,Replace Fuel Filter,550.0,0.75,1,Crossover,14,195294.1,46.1,53.1,775.0,1,0,51.89400000000001
4,Wheel Alignment,800.0,1.0,1,Crossover,14,223503.5,61.0,62.7,1225.0,1,0,61.309
1,Change Oil,650.0,0.75,1,Sedan,13,191533.6,46.0,44.0,800.0,1,4,44.891999999999996
9,Replace Fuel Filter,550.0,0.75,1,Sedan,13,171904.8,46.0,50.4,650.0,1,4,46.09000000000002
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Van,24,307504.5,187.3,379.9,2575.0,1,5,364.7030000000003
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,7,92383.6,147.5,173.5,1725.0,1,4,182.16400000000002
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,7,95732.5,89.1,88.6,725.0,0,4,90.2240000000001
4,Wheel Alignment,800.0,1.0,1,Sedan,7,97652.5,62.8,69.6,1100.0,1,4,66.8660000000001
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,7,96888.2,122.3,146.1,1725.0,1,4,136.99700000000018
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Sedan,14,218548.1,187.2,280.5,2000.0,1,4,284.924
1,Change Oil,650.0,0.75,1,Sedan,25,359554.8,47.2,46.9,550.0,1,4,48.17099999999999
9,Replace Fuel Filter,550.0,0.75,1,Sedan,25,335765.3,43.0,43.7,500.0,1,4,43.375999999999955
15,Top Overhaul,15000.0,14.0,0,Sedan,6,80682.4,820.1,1111.7,11125.0,0,4,1000.7149999999996
2,Brake Service,800.0,1.25,1,Sedan,19,264709.4,73.6,70.9,950.0,1,4,75.82200000000005
2,Brake Service,800.0,1.25,1,Sedan,19,235158.6,77.3,83.9,625.0,1,4,81.9159999999999
12,Replace Suspension Bushing,1500.0,2.5,0,Crossover,6,92893.8,149.7,179.8,1125.0,0,0,185.1149999999997
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Crossover,6,92027.6,90.0,82.1,1050.0,0,0,87.93099999999995
4,Wheel Alignment,800.0,1.0,1,Crossover,6,91433.7,62.2,69.3,925.0,1,0,61.417
2,Brake Service,800.0,1.25,1,Hatchback,25,362612.5,75.2,92.6,1225.0,1,1,86.13600000000008
2,Brake Service,800.0,1.25,1,Hatchback,25,382472.5,71.8,86.6,825.0,1,1,80.99800000000006
14,Rotor Disc Refacing,3000.0,2.0,1,Hatchback,25,344459.9,123.2,117.4,2000.0,1,1,120.85899999999997
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Van,25,336515.9,258.5,462.7,3850.0,1,5,490.7460000000003
10,Replace Valve Cover Gasket,1400.0,1.75,0,Crossover,10,150887.3,106.9,181.3,950.0,1,0,168.57999999999979
6,Replace Fan Belt,800.0,1.0,1,Crossover,10,132363.5,63.0,68.0,650.0,0,0,64.59700000000002
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,7,89587.2,100.1,157.6,1525.0,1,4,117.28199999999991
6,Replace Fan Belt,800.0,1.0,1,Sedan,7,104976.8,57.2,52.4,575.0,0,4,54.43800000000001
1,Change Oil,650.0,0.75,1,Sedan,7,92464.5,47.0,48.9,650.0,0,4,48.808
1,Change Oil,650.0,0.75,1,Hatchback,22,319858.0,42.8,45.0,750.0,1,1,44.632999999999996
9,Replace Fuel Filter,550.0,0.75,1,Hatchback,22,272545.0,44.7,45.9,625.0,1,1,45.414000000000016
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,10,137932.9,256.5,388.8,3725.0,1,4,414.4299999999998
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Sedan,10,131994.6,43.1,40.1,775.0,1,4,40.61999999999995
2,Brake Service,800.0,1.25,1,Crossover,22,327679.9,74.7,69.2,975.0,1,0,73.2119999999999
2,Brake Service,800.0,1.25,1,Crossover,22,328198.5,76.2,80.7,850.0,1,0,77.90299999999995
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Crossover,1,13042.4,175.4,168.1,2900.0,0,0,164.19200000000012
12,Replace Suspension Bushing,1500.0,2.5,0,SUV,25,394765.4,145.4,249.3,2375.0,1,3,256.12399999999974
13,Replace Tie Rod / Rack End,1000.0,1.5,1,SUV,25,343426.9,91.4,82.7,1250.0,1,3,87.10999999999993
4,Wheel Alignment,800.0,1.0,1,SUV,25,334140.8,61.3,71.7,900.0,1,3,67.39399999999995
12,Replace Suspension Bushing,1500.0,2.5,0,Hatchback,25,324112.0,147.5,273.8,1850.0,1,1,267.82499999999976
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Hatchback,25,352743.4,85.8,87.4,1200.0,1,1,87.41599999999991
4,Wheel Alignment,800.0,1.0,1,Hatchback,25,341208.3,57.1,64.3,1000.0,1,1,59.65099999999998
1,Change Oil,650.0,0.75,1,Pickup,2,26330.1,45.7,43.8,825.0,0,2,46.85500000000001
9,Replace Fuel Filter,550.0,0.75,1,Pickup,2,20902.2,47.2,45.4,600.0,0,2,47.896
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,20,252912.3,108.7,181.4,1500.0,1,4,151.73300000000006
6,Replace Fan Belt,800.0,1.0,1,Sedan,20,260100.8,58.5,50.6,1400.0,1,4,53.10100000000005
2,Brake Service,800.0,1.25,1,Sedan,8,108550.8,76.7,85.2,750.0,0,4,81.90999999999994
2,Brake Service,800.0,1.25,1,Sedan,8,125578.3,75.5,68.9,600.0,0,4,73.11499999999992
4,Wheel Alignment,800.0,1.0,1,Sedan,8,121107.7,59.7,68.5,1100.0,1,4,62.95400000000001
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Sedan,21,290476.1,181.2,289.4,3850.0,1,4,293.8980000000004
2,Brake Service,800.0,1.25,1,Sedan,21,296703.5,75.9,77.3,650.0,1,4,76.9850000000001
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,25,307023.5,102.9,208.7,2200.0,1,4,202.21300000000025
6,Replace Fan Belt,800.0,1.0,1,Sedan,25,331018.8,59.5,53.9,975.0,1,4,54.32599999999999
1,Change Oil,650.0,0.75,1,Sedan,25,311194.1,43.0,38.8,625.0,1,4,39.99200000000005
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Sedan,25,394832.8,177.2,401.2,2925.0,1,4,367.4769999999999
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Hatchback,14,204643.2,274.0,520.8,3050.0,1,1,481.8400000000004
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,SUV,3,43014.4,185.8,201.9,1925.0,0,3,220.74300000000005
1,Change Oil,650.0,0.75,1,Sedan,5,66534.1,43.4,49.2,550.0,0,4,47.79699999999993
9,Replace Fuel Filter,550.0,0.75,1,Sedan,5,70208.7,46.6,47.2,500.0,0,4,46.26099999999994
4,Wheel Alignment,800.0,1.0,1,Sedan,5,71658.0,60.5,58.2,900.0,0,4,59.92999999999992
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,10,147699.2,157.4,226.8,1950.0,1,4,223.44299999999967
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,10,137189.8,93.4,102.9,975.0,1,4,101.35899999999985
4,Wheel Alignment,800.0,1.0,1,Sedan,10,117002.5,58.5,56.1,875.0,1,4,56.69400000000006
12,Replace Suspension Bushing,1500.0,2.5,0,Crossover,25,311718.7,152.2,258.4,1625.0,1,0,263.00100000000015
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Crossover,25,315184.0,87.8,85.3,1125.0,1,0,83.89100000000008
4,Wheel Alignment,800.0,1.0,1,Crossover,25,387180.4,60.6,55.9,1200.0,1,0,58.96399999999995
17,Replace Shock Absorbers,1500.0,2.0,1,Crossover,25,313815.8,121.0,119.7,1300.0,1,0,119.73899999999995
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Pickup,14,191689.9,280.8,405.0,2900.0,1,2,407.879
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Pickup,14,179012.9,46.0,46.3,800.0,1,2,46.710000000000065
1,Change Oil,650.0,0.75,1,Pickup,2,27424.1,45.5,53.8,650.0,0,2,50.71100000000007
9,Replace Fuel Filter,550.0,0.75,1,Pickup,2,27606.6,42.9,42.5,725.0,0,2,42.53099999999999
1,Change Oil,650.0,0.75,1,Pickup,5,63669.6,45.4,46.0,775.0,0,2,46.505
9,Replace Fuel Filter,550.0,0.75,1,Pickup,5,85676.5,45.6,42.1,450.0,0,2,43.61099999999997
10,Replace Valve Cover Gasket,1400.0,1.75,0,Crossover,7,114655.4,107.4,121.4,1925.0,1,0,135.25999999999982
6,Replace Fan Belt,800.0,1.0,1,Crossover,7,93856.0,58.3,66.2,1075.0,1,0,59.018000000000036
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,5,76571.5,154.4,203.1,2700.0,1,4,202.99399999999997
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,5,63130.7,88.3,87.6,1025.0,0,4,88.22100000000012
4,Wheel Alignment,800.0,1.0,1,Sedan,5,65109.7,62.5,65.3,925.0,0,4,63.57600000000005
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,5,69990.5,125.1,108.1,1100.0,0,4,115.22500000000012
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Van,8,118555.0,275.2,467.9,3500.0,1,5,436.0790000000002
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Van,8,106881.6,46.2,55.7,725.0,1,5,52.719999999999935
1,Change Oil,650.0,0.75,1,Van,2,34273.8,45.0,47.4,875.0,0,5,46.477
9,Replace Fuel Filter,550.0,0.75,1,Van,2,25275.1,44.6,43.6,625.0,0,5,44.34999999999997
2,Brake Service,800.0,1.25,1,Van,2,33674.7,73.9,67.8,1450.0,1,5,70.2260000000001
1,Change Oil,650.0,0.75,1,Crossover,20,254069.4,43.2,46.5,725.0,1,0,45.08700000000001
9,Replace Fuel Filter,550.0,0.75,1,Crossover,20,275367.1,47.2,46.5,775.0,1,0,47.831
2,Brake Service,800.0,1.25,1,Crossover,20,252258.0,71.5,72.1,2175.0,1,0,71.02000000000008
12,Replace Suspension Bushing,1500.0,2.5,0,Van,25,400037.8,154.5,240.0,1475.0,1,5,264.73299999999995
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Van,25,324696.8,90.5,82.5,1350.0,1,5,84.376
4,Wheel Alignment,800.0,1.0,1,Van,25,392072.3,62.8,64.0,975.0,1,5,63.56400000000001
17,Replace Shock Absorbers,1500.0,2.0,1,Van,25,334175.4,120.8,104.1,1025.0,1,5,111.4820000000001
15,Top Overhaul,15000.0,14.0,0,Sedan,20,302534.3,868.0,1570.7,10375.0,1,4,1461.5129999999997
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Van,20,286622.2,269.6,417.7,4500.0,1,5,433.93799999999976
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Van,20,253475.8,45.8,48.2,650.0,1,5,47.782999999999944
12,Replace Suspension Bushing,1500.0,2.5,0,Crossover,9,129945.0,155.8,206.7,2550.0,1,0,219.4149999999998
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Crossover,9,136780.1,90.3,90.3,925.0,0,0,88.74900000000007
4,Wheel Alignment,800.0,1.0,1,Crossover,9,134662.2,62.9,61.6,1150.0,1,0,62.091000000000065
2,Brake Service,800.0,1.25,1,Sedan,2,33266.3,72.7,84.1,1050.0,1,4,79.77200000000008
2,Brake Service,800.0,1.25,1,Sedan,2,31658.3,73.5,65.6,725.0,0,4,69.75500000000008
1,Change Oil,650.0,0.75,1,Hatchback,18,266787.8,43.5,38.0,850.0,1,1,44.552
9,Replace Fuel Filter,550.0,0.75,1,Hatchback,18,257814.4,45.7,45.3,575.0,1,1,47.59999999999998
1,Change Oil,650.0,0.75,1,SUV,25,380748.6,47.1,53.6,700.0,1,3,51.76000000000001
9,Replace Fuel Filter,550.0,0.75,1,SUV,25,306504.8,47.1,41.2,650.0,1,3,43.30899999999995
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,23,291210.8,106.5,200.1,1500.0,1,4,195.39499999999995
6,Replace Fan Belt,800.0,1.0,1,Sedan,23,276991.1,62.5,58.1,1000.0,1,4,60.08400000000003
2,Brake Service,800.0,1.25,1,SUV,2,33983.2,72.0,76.7,1100.0,1,3,75.46699999999993
2,Brake Service,800.0,1.25,1,SUV,2,27309.5,77.1,74.8,825.0,0,3,74.85500000000008
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,21,283331.7,143.3,231.4,2275.0,1,4,233.61300000000017
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,21,273971.1,92.7,80.5,1200.0,1,4,85.86599999999997
4,Wheel Alignment,800.0,1.0,1,Sedan,21,304345.8,58.4,57.5,1175.0,1,4,56.89000000000001
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,127718.1,148.0,189.1,2450.0,1,4,190.158
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,8,104414.9,88.9,98.8,850.0,0,4,95.31900000000003
4,Wheel Alignment,800.0,1.0,1,Sedan,8,107770.2,57.4,56.8,1025.0,1,4,56.571000000000105
2,Brake Service,800.0,1.25,1,Crossover,7,110138.9,76.2,74.3,875.0,0,0,77.71700000000001
2,Brake Service,800.0,1.25,1,Crossover,7,84609.4,72.4,76.9,775.0,0,0,70.41599999999993
1,Change Oil,650.0,0.75,1,Sedan,17,207328.5,44.5,55.6,650.0,1,4,52.820000000000036
9,Replace Fuel Filter,550.0,0.75,1,Sedan,17,224145.4,46.1,46.1,400.0,1,4,46.233999999999995
2,Brake Service,800.0,1.25,1,Sedan,17,217309.4,73.9,63.2,1500.0,1,4,74.207
2,Brake Service,800.0,1.25,1,SUV,19,240222.3,75.2,75.3,925.0,1,3,76.84500000000007
2,Brake Service,800.0,1.25,1,SUV,19,291243.5,72.0,83.9,725.0,1,3,79.66199999999989
12,Replace Suspension Bushing,1500.0,2.5,0,Crossover,25,382448.9,144.8,294.1,1900.0,1,0,282.75399999999956
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Crossover,25,302795.4,88.5,82.4,1075.0,1,0,85.10499999999995
4,Wheel Alignment,800.0,1.0,1,Crossover,25,365958.9,61.8,68.3,850.0,1,0,64.40000000000006
17,Replace Shock Absorbers,1500.0,2.0,1,Crossover,25,332934.9,121.4,129.3,1400.0,1,0,125.03899999999987
12,Replace Suspension Bushing,1500.0,2.5,0,Hatchback,8,102323.0,142.7,157.9,1950.0,1,1,188.04999999999984
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Hatchback,8,119616.2,88.6,94.6,1475.0,1,1,84.41900000000007
4,Wheel Alignment,800.0,1.0,1,Hatchback,8,121377.0,59.5,59.0,1300.0,1,1,59.459
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,19,261190.6,280.1,511.9,4000.0,1,4,498.47600000000057
1,Change Oil,650.0,0.75,1,Hatchback,6,93071.7,42.8,43.7,525.0,0,1,43.11999999999995
9,Replace Fuel Filter,550.0,0.75,1,Hatchback,6,99278.3,43.1,46.0,475.0,0,1,44.54900000000001
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,1,18395.8,273.9,270.5,4700.0,0,4,281.3299999999999
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,15,220313.7,143.1,207.2,2025.0,1,4,208.18000000000026
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,15,200704.7,90.1,79.3,1000.0,1,4,83.88200000000006
4,Wheel Alignment,800.0,1.0,1,Sedan,15,184616.6,59.4,64.1,775.0,1,4,63.44500000000004
1,Change Oil,650.0,0.75,1,Crossover,11,171007.7,45.0,47.3,725.0,1,0,46.35600000000006
9,Replace Fuel Filter,550.0,0.75,1,Crossover,11,141803.2,43.0,43.4,600.0,1,0,44.604
4,Wheel Alignment,800.0,1.0,1,Crossover,11,177971.3,59.8,64.3,1275.0,1,0,61.55100000000006
1,Change Oil,650.0,0.75,1,Crossover,21,320071.8,46.3,49.8,550.0,1,0,48.31600000000005
9,Replace Fuel Filter,550.0,0.75,1,Crossover,21,293869.3,46.3,48.0,650.0,1,0,48.750000000000036
1,Change Oil,650.0,0.75,1,Crossover,25,319060.6,47.1,50.8,625.0,1,0,49.58500000000006
9,Replace Fuel Filter,550.0,0.75,1,Crossover,25,304364.7,45.7,47.2,575.0,1,0,46.966999999999935
2,Brake Service,800.0,1.25,1,Sedan,17,216541.7,73.4,71.0,700.0,1,4,71.974
2,Brake Service,800.0,1.25,1,Sedan,17,220345.5,72.2,72.1,975.0,1,4,75.74599999999998
4,Wheel Alignment,800.0,1.0,1,Sedan,17,244091.2,59.7,63.4,850.0,1,4,62.10499999999999
7,Aircon Cleaning & Freon Charge,2500.0,3.0,0,Crossover,10,121556.3,178.9,295.7,2525.0,1,0,268.8430000000002
2,Brake Service,800.0,1.25,1,Sedan,25,358119.4,72.5,76.3,825.0,1,4,74.53799999999995
2,Brake Service,800.0,1.25,1,Sedan,25,344037.9,72.5,79.2,825.0,1,4,76.14599999999993
2,Brake Service,800.0,1.25,1,Van,17,222929.6,78.6,86.3,600.0,1,5,83.99500000000008
2,Brake Service,800.0,1.25,1,Van,17,213011.5,71.9,77.3,775.0,1,5,72.35800000000003
15,Top Overhaul,15000.0,14.0,0,Sedan,12,173155.9,870.1,1261.7,15475.0,1,4,1262.7149999999986
16,Replace Spark Plugs,350.0,0.5,1,Sedan,12,191297.0,30.1,27.2,300.0,0,4,27.912999999999975
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,14,166347.9,270.3,364.2,2375.0,1,4,350.67800000000005
1,Change Oil,650.0,0.75,1,Sedan,15,238392.4,44.8,47.0,525.0,1,4,46.67400000000001
9,Replace Fuel Filter,550.0,0.75,1,Sedan,15,222590.5,45.3,43.2,525.0,1,4,43.42999999999994
2,Brake Service,800.0,1.25,1,Sedan,15,177386.0,73.6,70.6,1825.0,1,4,71.50000000000009
15,Top Overhaul,15000.0,14.0,0,Crossover,3,41029.1,803.4,896.6,16175.0,0,0,928.3760000000008
16,Replace Spark Plugs,350.0,0.5,1,Crossover,3,39594.8,29.7,28.3,250.0,0,0,28.266
1,Change Oil,650.0,0.75,1,Hatchback,20,292732.7,43.6,46.6,650.0,1,1,45.667999999999985
9,Replace Fuel Filter,550.0,0.75,1,Hatchback,20,305221.0,46.3,44.5,400.0,1,1,46.559000000000005
2,Brake Service,800.0,1.25,1,Hatchback,20,296325.8,78.3,82.2,1100.0,1,1,80.53799999999994
10,Replace Valve Cover Gasket,1400.0,1.75,0,SUV,3,48022.4,103.2,136.5,1325.0,0,3,126.51800000000003
6,Replace Fan Belt,800.0,1.0,1,SUV,3,46231.9,59.6,51.9,900.0,0,3,59.06300000000003
2,Brake Service,800.0,1.25,1,Crossover,4,46105.9,73.4,67.5,1150.0,1,0,75.94899999999998
2,Brake Service,800.0,1.25,1,Crossover,4,66135.9,71.9,80.9,1075.0,1,0,79.5019999999999
4,Wheel Alignment,800.0,1.0,1,Crossover,4,58338.8,58.5,64.1,1300.0,1,0,62.313000000000045
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Van,5,63510.0,262.8,346.9,3025.0,0,5,334.5360000000004
1,Change Oil,650.0,0.75,1,SUV,4,51253.1,47.0,48.0,650.0,0,3,48.178999999999995
